PGA,PGV,PGD,I_A,CAV,\dfracPGAPGV,I_AS,SMD_TB,SMD_ROG,SMD_Bolt,P_90,a_rms,I_c,I_FVF,I_RG,SI_H,DI_PA
150.8817,9.3648,0.81542,16.1502,168.5005,16.1116,0.16101000000000001,3.24,3.47,3.45,4.49,52.9604,693.7448,12.5642,1.2066,24.4894,0.023
75.5647,1.8229000000000002,0.09973599999999999,2.0084,57.0505,41.453,0.0042619,1.82,2.455,0.685,0.9985100000000001,25.0025,168.6597,2.1173,0.12177,2.9551,0.025
825.2065,40.0044,8.1307,354.2759,882.4016,20.6279,3.243,2.795,4.725,9.345,114.0901,267.1591,7300.3878,51.7253,11.4531,130.5669,0.20600000000000002
142.0731,51.6831,154.4746,71.9835,929.2098,2.7489,3.5034,24.99,28.49,25.3,2.5919,40.2297,1275.5676,115.5554,451.6261,81.0981,0.502
62.1528,5.516,18.4729,7.8155,354.4279,11.2678,0.10181000000000001,31.11,38.51,1.3599999999999999,0.22607000000000002,11.883,228.4761,13.027,58.099,23.137,0.033
440.429,20.5905,4.7547,96.5309,763.3019,21.3899,0.9333,10.5,14.49,13.81,8.2761,71.9242,1976.5458,37.065,10.4117,57.9279,0.078
58.1707,1.8904,0.6308900000000001,4.1876,247.7154,30.7716,0.013529,27.81,37.725,0.025,0.13555,9.2014,147.1919,4.3411,1.9114,5.8114,0.026000000000000002
89.4035,11.2945,4.1565,16.6005,487.3184,7.9156,2.213,28.96,35.93,3.58,0.5160800000000001,17.9558,409.4566,26.201,12.7641,49.5826,0.07200000000000001
175.8407,30.0184,80.2815,68.8434,854.7006,5.8578,1.8623,33.22,35.285,33.96,1.8649,34.1265,1149.0485,72.0673,258.0767,107.3255,0.507
492.7385,44.5154,5.0581,529.8105,1794.3542,11.0689,6.6614,9.815,12.035,16.74,48.5881,174.2403,7205.5664,78.7921,10.8296,120.8907,0.138
1009.9261,41.5727,16.4496,1332.4398,2883.8093,24.293,13.5045,13.345,16.96,23.895,89.8596,236.9397,13323.4297,79.458,39.0177,97.5814,0.17300000000000001
160.4004,8.9872,39.6157,19.3278,259.2968,17.8476,0.20969000000000002,6.82,8.79,6.235,2.5513,39.9311,658.9597,14.5235,75.1269,21.8878,0.025
229.0089,61.3376,841.8785,92.933,901.9263,3.7336,1.7915,33.985,34.53,35.005,2.4646,39.235,1432.6959,148.0979,2726.9585,99.0686,0.257
277.6899,18.1239,13.6501,27.7582,207.1535,15.3217,0.25563,2.73,3.365,3.79,9.1666,75.7243,1088.765,23.2966,19.0776,43.4587,0.049
113.4273,10.115,30.7366,20.5722,341.1394,11.2138,0.5651,12.76,16.07,6.25,1.4521,30.1199,590.4806,19.1174,71.8244,32.0968,0.046
1195.8753,114.5026,39.0441,894.7616,2104.5079,10.4441,4.9309,7.02,8.18,33.27,114.6756,267.7946,11611.0465,186.3802,74.7597,352.4969,0.874
548.1199,37.1417,5.704,86.8823,396.0306,14.7575,3.0015,1.955,4.33,4.62,40.0706,158.1686,2781.3386,43.9186,7.1322,93.6438,0.113
747.9984,92.832,114.4997,453.2876,900.2033,8.0575,11.3314,3.35,3.59,5.185,121.7631,275.9608,8390.6095,125.5912,171.3244,251.8145,0.446
178.4587,27.6614,13.5654,86.78,1138.0007,6.4516,2.1981,26.7,32.3,25.18,2.9269,42.7684,1445.24,62.8784,40.545,89.7921,0.359
154.6392,24.9864,169.4724,101.5669,1213.4206,6.1889,21.0558,30.74,36.24,24.33,2.9782,43.133,1570.6042,58.8342,530.8847,119.6334,0.23700000000000002
105.7136,8.004,13.2382,5.6287,133.9479,13.2076,0.052153,12.895,13.425,0.015,0.39287000000000005,15.6669,222.6825,15.1674,31.0435,27.2198,0.04
475.3176,20.1289,2.9983,104.9237,538.8002,23.6137,0.33777,3.015,4.885,5.19,31.3279,139.9749,2875.5374,26.5242,4.3315,46.7411,0.063
341.649,48.1035,313.0749,93.5737,620.4325,7.1024,6.5511,10.235,12.645,8.5,8.2345,71.7294,1943.5217,86.0397,679.7422,94.4453,0.14400000000000002
440.0906,60.4276,18.7663,234.9274,1168.0862,7.2829,6.6525,7.435,10.535,11.175,28.5352,133.5341,4207.5468,99.7827,36.6274,260.3891,0.522
297.2143,21.6706,139.0044,146.3713,1311.2356,13.7151,3.5368,24.61,30.235,33.58,5.3529,57.8245,2181.3435,48.2668,404.3268,76.1677,0.1
226.9786,20.3759,34.5322,89.0089,688.3692,11.1396,1.4072,10.2,12.06,11.38,7.8792,70.2169,1879.1539,36.4138,74.8901,86.4244,0.112
45.9456,9.0507,103.4173,5.4571,246.3931,5.0764,0.28883000000000003,24.18,31.12,0.0,0.20324,11.267900000000001,185.9917,20.07,299.0511,30.0064,0.048
1465.1941,122.6311,33.2289,595.6069,1417.6351,11.948,5.8004,6.2,16.1,19.0,87.3951,234.002,8913.0292,193.5079,61.0446,229.494,0.68
400.0425,34.8377,26.2551,167.2118,935.8731,11.483,1.9301,10.02,13.185,17.01,15.0217,96.8735,3018.1528,61.9822,56.6027,114.2212,0.11900000000000001
551.8571,24.8486,2.4896000000000003,140.6756,940.1037,22.2088,1.6441,11.3,14.24,13.98,11.2162,83.7683,2577.262,45.5587,5.5867,61.3645,0.059000000000000004
106.6323,7.702,1.6276000000000002,11.3337,281.7345,13.8448,0.06725199999999999,13.985,16.81,2.73,0.7291500000000001,21.3423,368.7165,14.8942,3.9213,23.3567,0.026000000000000002
141.4295,41.0022,140.4506,98.2681,1025.4767,3.4493,4.7871,21.43,25.68,18.005,4.1292,50.7876,1675.5115,88.2192,390.1194,99.7791,0.318
98.8231,15.8812,31.0942,36.6199,671.8231,6.2227,2.4304,28.315,31.535,25.645,1.1638,26.9616,744.9486,36.6342,94.7729,66.6199,0.10400000000000001
284.4822,27.4168,88.1088,82.617,712.5707,10.3762,2.6804,13.055,15.275,14.175,5.6975999999999996,59.6474,1664.4691,52.1148,207.465,112.6977,0.159
54.4691,6.4567,17.4202,7.9267,258.2773,8.436,0.8155600000000001,15.88,18.795,0.07,0.44927000000000006,16.7508,273.1976,12.8891,43.7862,31.735500000000002,0.04
210.4881,41.6472,19.4836,123.4531,1257.0979,5.0541,13.8684,23.51,40.095,16.9,4.7261,54.3285,1941.6377,91.7064,55.8153,133.5229,0.651
148.3096,20.9337,85.1497,62.9996,866.6061,7.0847,1.2598,26.215,29.79,28.025,2.163,36.7543,1140.8744,47.3679,252.9491,76.5136,0.129
548.5002,36.3258,10.8349,209.493,1000.344,15.0995,3.2505,6.375,10.62,9.665,29.6051,135.9915,4004.128,57.7212,20.0902,95.6001,0.134
174.8716,14.7503,10.6082,29.499,414.7112,11.8554,0.34625,9.47,16.83,3.99,2.8034,41.8533,833.2379,25.8755,22.4436,52.4499,0.065
475.1093,39.6576,25.1324,135.5047,838.7523,11.9803,1.845,6.715,10.875,8.84,18.1663,106.543,2849.7743,63.8392,47.4151,177.9486,0.339
174.0225,7.8476,0.62216,30.2613,468.0635,22.1753,0.51037,14.16,19.47,9.05,1.924,34.6703,768.1888,15.223,1.5051999999999999,18.636,0.027
124.7189,10.4482,11.5872,5.5471,107.1167,11.9369,0.040763,10.625,11.93,0.265,0.46983,17.1334,231.1693,18.8636,25.4735,31.3395,0.041
194.2183,73.7265,20.2524,76.4644,563.2758,2.6343,28.4341,6.825,10.12,9.18,10.0863,79.3015,1844.9031,119.1652,38.416,240.0798,0.726
354.7941,15.329,23.432,69.9402,403.4311,23.1452,0.61546,5.55,6.565,7.24,11.3723,84.3032,1823.5292,23.5282,41.4866,36.567,0.054
123.4937,29.6697,65.2553,50.8886,780.8813,4.1623,2.2529,30.95,32.6,30.42,1.4803,30.4069,932.7986,69.9807,204.8815,119.7123,0.196
255.5908,25.1712,3.8308,29.8755,208.2103,10.1541,2.6912000000000003,1.945,2.73,1.465,13.8501,93.0535,1251.8683,29.7259,4.7818000000000005,61.7366,0.061
177.7721,13.3853,11.8077,42.4275,520.9899,13.2811,0.6720900000000001,11.74,14.595,9.46,3.2613,45.1325,1038.886,24.7768,26.8362,54.8801,0.075
185.3422,15.3486,1.3748,33.7477,365.5041,12.0755,0.5745600000000001,7.08,9.3,5.395,4.3016,51.8455,993.3071,25.0368,2.6398,44.4919,0.043000000000000003
245.6409,10.5809,61.1153,22.5318,242.1739,23.2154,0.28600000000000003,5.215,8.28,1.865,3.9023,49.3638,792.0262,15.9896,105.9826,24.9898,0.024
422.1178,23.7442,7.6423,133.0139,907.8654,17.7777,1.1909,10.91,13.41,14.205,10.9729,82.7994,2488.5871,43.1533,16.9499,69.0218,0.081
359.8401,36.0315,25.112,199.8831,1128.7463,9.9868,3.8107,9.0,12.84,11.485,19.9917,111.7496,3543.9705,62.4084,52.235,138.5505,0.382
221.7271,29.7321,7.5809,93.7823,796.292,7.4575,5.3779,12.685,16.705,10.205,6.6556,64.4656,1843.4749,56.111,17.6801,98.22,0.169
258.1463,12.8839,2.8769,87.2313,802.2731,20.0363,0.40506000000000003,11.63,14.79,13.82,6.761,65.0061,1787.3983,23.7927,6.5181000000000004,45.7795,0.058
343.0551,53.8856,1314.1946,311.2935,2495.0127,6.3664,10.6371,43.6,51.0,58.58,6.427,63.3618,3330.3099,138.4663,4625.4625,155.0804,0.388
170.8776,12.5492,1.318,19.3886,314.0057,13.6166,1.2762,8.815,12.205,5.795,1.9799,35.173,619.3346,21.6233,2.7227,33.8669,0.036000000000000004
201.6251,20.6145,115.6891,96.1891,987.1868,9.7807,5.8677,23.245,25.62,25.85,3.7223,48.2202,1614.3874,45.2643,330.1686,77.6987,0.085
679.504,66.0203,16.166,200.6179,810.961,10.2924,2.8181000000000003,4.77,7.225,11.2,37.8363,153.6891,4161.2485,97.5679,27.2129,204.1478,0.291
265.7118,11.0061,3.0677,49.588,367.1835,24.1423,0.43499000000000004,5.085,7.22,5.305,8.8237,74.2452,1442.6074,16.5274,5.2752,31.5195,0.042
303.1962,15.0273,2.1149,44.1386,377.7006,20.1763,0.50227,4.37,7.745,5.25,9.0996,75.409,1368.913,21.7271,3.4577,41.4381,0.051000000000000004
458.8922,37.4719,4.4594000000000005,113.6702,810.2388,12.2463,2.3651,11.56,13.68,12.85,8.8458,74.3576,2180.0505,69.0948,10.0832,97.5066,0.10400000000000001
315.1351,28.4895,7.9011,115.1714,788.951,11.0614,0.45256,6.67,9.97,9.365,15.5564,98.5405,2526.2995,45.7843,14.8729,105.7477,0.198
140.5602,6.5088,0.78522,20.1227,321.3168,21.5955,0.19051,8.645,11.64,6.83,2.095,36.1821,639.9158,11.1607,1.6116000000000001,19.1986,0.024
45.2371,6.6336,2.4632,5.3332,247.229,6.8194,0.24657,19.24,28.37,0.0,0.2499,12.4941,193.714,13.8932,6.6005,30.1378,0.04
218.8099,29.837,5.4472000000000005,114.3186,1122.1735,7.3335,2.9503,26.305,29.105,28.81,3.9154,49.4541,1783.7015,67.5717,16.2,118.9485,0.152
422.5947,41.6563,5.0712,160.2336,881.3982,10.1448,3.0492,8.54,12.34,12.04,16.9017,102.7864,3045.3161,71.2108,10.3657,123.4398,0.14
372.1522,54.547,150.2876,155.049,762.7855,6.8225999999999996,3.0111,5.905,8.355,11.345,23.6386,121.535,3255.8339,85.0307,271.6416,105.9522,0.186
382.3488,22.0966,2.2836,94.8179,583.7098,17.3035,2.4303,4.73,7.37,7.6850000000000005,18.0581,106.2445,2381.718,32.5868,3.8333,71.1447,0.07200000000000001
124.5934,24.835,83.6545,53.6461,1043.4019,5.0168,7.0405,40.16,55.5,13.68,1.2031,27.4133,909.5743,62.5191,286.4754,79.9696,0.136
175.257,30.9082,19.6814,78.7195,1065.0656,5.6702,7.3757,28.835,39.515,24.61,2.4573,39.1773,1316.7768,71.6231,60.3527,109.2238,0.49
148.9734,15.7726,5.7678,42.9584,598.5204,9.4451,0.8059200000000001,15.71,20.55,12.305,2.4626,39.2232,973.6484,31.4012,14.4457,68.0885,0.079
186.2925,21.7033,4.6007,23.8684,227.6227,8.5836,0.16389,3.16,4.63,3.74,6.796,65.1717,935.2589,28.9366,6.7512,72.6918,0.134
611.9494,90.9829,567.0711,174.4594,790.5066,6.726,19.2586,8.495,12.495,9.25,18.5145,107.3215,3240.4988,155.3283,1157.0673,231.4556,0.547
1001.9955,48.3751,46.6961,421.2646,855.945,20.7131,9.0105,2.895,4.235,6.43,131.0967,286.3101,8242.8855,63.1007,66.5524,177.4808,0.224
248.2343,49.5516,589.4754,95.5524,1108.3231,5.0096,10.5331,32.61,37.085,31.955,2.6372999999999998,40.5863,1476.5365,118.4119,1883.2847,103.7145,0.258
489.0922,20.3483,7.0893,199.0896,1211.6857,24.0361,1.9899,13.1,16.02,21.17,13.6791,92.4449,3217.0671,38.712,16.7119,53.9627,0.067
247.9179,43.1102,167.5649,108.3014,954.6434,5.7508,5.457,16.705,19.89,19.445,5.8353,60.3761,1917.4355,87.155,428.3498,102.3152,0.605
821.5216,43.6399,5.2388,597.0982,1912.5742,18.825,7.3635,12.25,14.02,19.06,43.8578,165.554,7455.5161,81.6428,12.0765,142.6773,0.139
612.8342,39.1701,17.0289,188.5709,696.646,15.6454,2.5647,4.6,6.18,7.32,36.8852,151.8466,4013.1595,57.3647,28.3208,130.936,0.193
143.9413,50.2974,413.2324,126.398,1397.0248,2.8618,7.8564,30.08,34.89,32.69,3.7813,48.598,1858.0916,117.7917,1285.1495,166.2717,0.684
392.9382,44.7463,8.5777,199.6145,1010.3182,8.7815,3.5243,8.12,11.685,16.2,22.1435,117.6304,3635.4413,75.5346,17.2408,151.9168,0.222
471.9617,38.5467,5.6521,176.5783,739.6713,12.2439,1.0441,5.465,9.14,12.89,29.1908,135.0141,3667.4448,58.9366,9.9558,102.6906,0.14300000000000002
115.848,11.4316,28.2155,33.8028,667.6847,10.134,3.2305,25.37,36.215,9.395,1.1999,27.3765,721.4848,25.6559,82.9075,41.5306,0.055
111.2798,9.6714,1.857,19.9554,474.0176,11.506,0.95657,17.76,27.01,9.09,1.0115,25.1412,531.2526,19.8542,4.845,41.8082,0.055
249.1429,47.5613,48.8449,229.6128,1984.604,5.2384,0.9057100000000001,26.7,32.34,34.145,7.7408,69.5306,2995.8439,108.1139,145.99,128.0027,0.718
200.8582,24.6002,103.3813,56.5758,837.5137,8.1649,6.3836,24.41,29.89,18.285,2.086,36.0958,1071.4443,54.6803,299.8918,83.5537,0.492
138.9384,24.658,8.5552,43.468,841.5484,5.6346,2.8905000000000003,34.24,40.78,12.73,1.1424,26.714,807.9316,59.6473,27.7805,89.9365,0.21
164.514,20.4019,112.8899,70.0809,808.0291,8.0636,0.9665800000000001,33.575,34.08,34.11,1.8778000000000001,34.2431,1161.0969,49.1106,364.1892,90.0547,0.21
579.1927,97.449,34.2855,566.6469,1615.1499,5.9435,25.381,5.52,8.56,14.12,92.8717,241.266,8804.682,149.3696,60.5931,349.8637,0.8310000000000001
113.5442,56.5964,37.5961,98.2029,1455.7578,2.0062,0.60568,40.89,47.91,36.43,2.1612,36.7411,1424.0853,143.1177,129.5236,149.7805,0.844
207.5476,22.1827,59.0574,92.5101,1096.4878,9.3563,3.0469,29.995,32.4,30.74,2.7772,41.6498,1472.1227,51.913,183.4949,89.2778,0.178
252.6758,31.9517,6.2636,117.3371,1211.0683,7.908,5.7508,23.145,33.815,20.81,4.5626,53.3854,1876.5585,70.0824,17.8501,121.2385,0.179
72.3857,1.5664,0.09411699999999999,1.7570000000000001,70.257,46.2112,0.0028206999999999998,4.65,6.58,0.39,0.34012000000000003,14.5821,120.0764,2.3002000000000002,0.15709,2.7039,0.025
306.183,39.3659,7.0217,87.1726,692.8425,7.7779,2.2311,10.655,13.35,11.04,7.3663,67.8173,1823.0039,71.1228,15.4511,109.1651,0.156
265.7918,23.9284,86.2255,81.0591,529.1519,11.1078,0.9453100000000001,6.575,7.625,7.67,11.1093,83.3262,1950.3857,38.3167,161.5354,50.211,0.044
836.5023,118.458,60.0022,457.9913,1147.7975,7.0616,12.323,5.75,7.22,9.515,71.7059,211.5856,7380.114,183.4347,107.4954,295.1433,0.724
37.4735,5.3548,17.6955,4.573,234.7678,6.9982,0.14032,26.395,28.15,0.0,0.15598,9.8694,159.2921,12.1373,52.6871,24.9503,0.051000000000000004
34.0344,6.9016,3.3366,4.6263000000000005,247.4902,4.9314,0.32817,26.46,28.18,0.0,0.15756,9.9198,160.7124,15.6529,9.9427,32.427,0.039
557.5288,52.3375,9.4246,278.7674,1303.6028,10.6526,9.6491,9.08,14.86,18.88,27.6141,131.4628,4542.0011,90.852,19.6618,183.4336,0.255
185.833,10.7791,0.8633200000000001,17.5985,318.4518,17.2401,0.73831,10.87,14.38,6.285,1.4588,30.1851,546.7687,19.5722,1.9123999999999999,22.773600000000002,0.024
134.2754,10.5016,45.1118,26.4452,402.2442,12.786200000000001,0.6883300000000001,13.74,15.795,9.995,1.7347000000000001,32.9181,700.0771,20.2187,108.0485,26.7024,0.039
121.3905,72.2231,542.1734,94.7385,1167.6381,1.6808,13.0415,27.48,29.345,29.725,3.1028000000000002,44.0232,1531.1965,165.3599,1636.1024,140.6974,1.069
931.4603,77.3276,9.713799999999999,692.8675,1685.7783,12.0456,7.6952,6.025,6.73,13.065,103.4488,254.2701,9952.2564,121.1501,17.6756,224.2393,0.34800000000000003
1278.1586,78.4998,14.6015,385.4557,1047.6697,16.2823,7.6439,3.205,6.4,11.17,108.2708,260.231,7515.4068,105.033,21.5282,240.408,0.353
250.8092,21.3024,6.8374,117.8286,1006.1414,11.7738,3.1927,13.18,17.42,14.38,8.0658,71.0266,2173.1465,40.5889,16.1508,104.3094,0.189
347.8993,16.8331,1.8141,110.3317,873.5882,20.6675,1.3107,10.92,14.66,13.28,9.1148,75.5159,2168.5454,30.5999,4.0246,45.8798,0.051000000000000004
266.1847,13.906,3.2468,72.2139,678.2575,19.1417,0.63053,10.845,12.255,11.47,5.9925,61.188,1576.211,25.2354,7.1867,46.9459,0.056
617.6512,30.7647,3.5287,213.8482,777.668,20.0766,0.8950100000000001,3.42,6.36,12.165,56.3331,187.7042,4755.8065,41.8368,5.3165,87.0651,0.089
793.5563,84.3617,26.1713,574.6034,1158.5336,9.4066,20.0492,4.17,4.66,7.24,123.9761,278.415,9486.5218,120.5533,42.1247,282.1451,0.625
837.7561,99.0502,38.5572,1182.176,3119.2837,8.4579,15.3078,16.54,19.78,26.8,64.4134,200.6897,11562.6002,199.751,98.2391,327.3705,1.069
579.377,60.3919,22.5466,399.0785,1137.4603,9.5936,1.6112000000000002,5.315,6.865,8.605,67.5007,205.3491,6784.0764,91.6968,39.3473,198.5312,0.449
134.7554,11.0978,2.6857,25.1133,408.2631,12.1426,0.29523000000000005,11.35,16.285,5.725,1.9919,35.278,705.9176,20.3697,6.0356,36.4792,0.05
412.8381,62.3516,12.9898,168.9584,582.1389,6.6211,6.7959,3.08,4.045,6.83,49.4733,175.9093,4094.571,82.6011,18.8996,205.1481,0.309
217.4557,25.1093,5.8644,75.4648,817.4128,8.6604,1.9791,13.62,18.56,13.66,5.0035,55.9402,1544.0975,48.2369,14.0049,97.814,0.149
258.6083,15.944,1.9595,33.5037,364.2211,16.2198,0.36833000000000005,5.85,11.04,11.43,5.154,56.7584,1034.2453,24.7962,3.5308,45.8251,0.044
95.7964,8.2268,1.9471,6.5889,153.3029,11.644400000000001,0.10295000000000001,4.76,6.9,1.23,1.2459,27.909,321.6775,12.1516,3.2754,27.3409,0.038
116.3011,2.7769,0.9240100000000001,2.8585000000000003,59.8131,41.8811,0.0031858,2.515,3.65,0.5750000000000001,1.0239,25.313,201.9691,3.497,1.2566,2.5422000000000002,0.025
312.4547,26.8463,6.5888,101.1219,809.4141,11.6386,1.4669,12.22,15.71,13.99,7.4459,68.2162,1969.5502,50.1941,15.1762,107.1412,0.14400000000000002
201.5787,17.7244,2.6435,21.3724,220.2764,11.3729,0.6152000000000001,2.8,5.42,2.3,6.9107,65.8357,893.8626,22.9278,3.7259,46.7818,0.057
438.7398,36.9881,8.4388,184.1456,673.6942,11.8616,2.4454000000000002,4.535,6.48,8.42,36.5804,151.2295,3960.4382,53.9767,13.9681,150.3937,0.154
157.4636,68.9229,305.4813,162.1198,1484.8171,2.2846,14.5991,25.755,28.955,29.545,5.6675,59.4812,2328.0942,155.267,902.1355,143.3415,1.221
476.5907,48.3099,17.9838,363.0091,1558.3315,9.8653,11.095,10.395,12.715,13.62,31.4693,140.2241,5353.6035,86.7445,39.2485,202.924,0.294
339.3653,20.424,9.7131,91.6426,703.9874,16.616,1.7879,7.065,10.28,11.045,11.6736,85.408,2097.9936,33.298,18.6379,75.3953,0.10300000000000001
142.0731,56.7696,44.7992,75.7637,1127.0932,2.5026,0.16089,28.25,32.43,25.3,2.4142,38.8286,1285.9881,130.8791,136.4403,82.9404,0.519
154.6392,21.1934,8.737,106.8854,1418.5676,7.2966,0.8644100000000001,35.97,43.71,24.33,2.6766,40.8837,1567.8149,51.9023,28.8409,119.8824,0.314
134.2754,8.189,0.85579,27.8156,498.0508,16.397100000000002,0.9230100000000001,15.69,19.36,10.01,1.5952000000000002,31.568,702.5583,16.298,2.1424,26.195,0.043000000000000003
96.2036,9.5602,54.5316,15.2105,365.8582,10.0629,1.2784,19.69,23.72,4.47,0.69533,20.8439,422.2708,20.1385,147.2529,36.2982,0.048
58.1707,1.9686,3.1445,3.9781,207.3614,29.5495,0.021766999999999998,23.235,28.065,0.025,0.15410000000000001,9.8113,148.1368,4.322,8.9729,5.8177,0.026000000000000002
335.1995,18.0606,34.639,79.7746,581.7966,18.5597,0.16053,9.685,11.245,12.41,7.4137,68.0546,1747.1753,31.8608,73.8355,61.7775,0.10400000000000001
265.7918,16.1836,3.1041,85.2591,698.4463,16.4235,0.37216000000000005,7.565,11.555,8.385,10.1469,79.6281,1954.3567,26.8397,6.0936,56.2857,0.064
98.4404,3.1427,0.36936,2.2986,85.5943,31.323,0.0045347,3.675,6.335,0.06,0.5632400000000001,18.7647,155.8262,4.3513,0.5700000000000001,7.8149,0.023
203.6193,36.2133,28.7105,131.098,1330.1159,5.6228,3.4099,34.24,47.385,31.045,3.4469,46.4004,1849.4822,87.5995,93.2293,180.2706,0.753
262.1811,12.2279,20.1466,34.4215,305.3418,21.4412,0.7979400000000001,5.26,6.035,5.52,5.8919,60.687,1084.2668,18.5182,35.0373,34.7754,0.038
318.0161,26.881,8.8017,168.7459,1175.862,11.8305,3.9713000000000003,12.86,16.81,14.88,11.8203,85.9476,2857.3989,50.9044,20.6213,140.0107,0.253
252.6758,40.3659,194.3388,105.8837,863.0721,6.2596,3.8373,13.915,16.695,18.11,6.8498,65.4124,1973.4737,77.9625,467.4344,118.856,0.136
560.3557,76.1587,41.908500000000004,324.1622,1272.8274,7.3577,6.645,6.9,9.69,12.15,42.2852,162.5637,5444.5228,123.4332,79.7845,244.346,0.841
134.8798,11.9651,1.13,14.4735,272.0859,11.2728,0.44493000000000005,10.48,15.645,3.115,1.2434,27.8729,476.3812,21.5282,2.4729,30.2147,0.034
258.6083,16.3113,4.4257,31.8485,278.7102,15.8545,0.2262,4.7,5.9350000000000005,4.49,6.1007,61.7546,1052.0904,24.0167,7.4133,42.463,0.042
144.4176,24.1202,132.1531,57.8159,966.6166,5.9874,5.5304,35.69,44.42,20.59,1.4586999999999999,30.1865,990.8134,58.9546,435.1037,101.9212,0.17300000000000001
111.7236,8.2348,2.1373,10.6369,179.2421,13.5672,0.22153,4.205,6.0,2.465,2.2808,37.7623,475.8497,11.7922,3.4498,21.6196,0.031
365.1756,38.2249,41.0462,228.2143,1024.0882,9.5534,3.3463,8.33,9.96,11.275,24.6485,124.1069,3990.3986,64.9392,83.206,152.1864,0.179
289.9244,9.323,3.4626,51.2512,356.9665,31.0977,0.23072,5.75,6.55,6.625,8.0451,70.9129,1431.9311,14.4369,6.2034,19.8355,0.029
303.1962,17.5531,19.4286,41.9765,268.144,17.2731,0.26761,3.73,4.46,5.195,10.1258,79.5646,1370.6738,24.3939,30.1309,40.2299,0.048
142.5305,10.2255,27.5095,26.6329,364.0748,13.9387,0.27392,10.045,12.035,8.285,2.3861,38.6115,760.4142,18.2042,59.3562,31.5227,0.042
124.7849,52.3442,75.9038,82.7132,1137.7782,2.3839,9.1098,33.28,34.855,34.755,2.2363,37.3657,1317.6526,125.7228,244.1508,113.9861,1.09
117.6247,15.455400000000001,47.0929,18.4597,293.2581,7.6106,0.19068000000000002,8.47,10.69,5.63,1.9616,35.0084,602.8373,26.3664,95.9953,47.1462,0.065
181.0505,31.4791,15.1375,142.394,1532.1556,5.7514,13.5854,29.61,39.33,26.12,4.3332,52.0268,2042.0213,73.4315,46.8309,156.7044,0.299
153.1282,17.3255,119.5491,41.2412,499.5491,8.8383,1.7762,14.305,15.38,10.365,2.5962,40.2675,966.4421,33.6943,290.2076,47.9536,0.051000000000000004
440.0906,59.8366,20.1332,223.2485,844.8582,7.3549,4.5247,5.96,7.565,10.42,33.7752,145.2934,4275.5485,93.4928,36.5029,259.8826,0.499
762.1577,47.8913,39.215,576.346,1427.1422,15.9143,18.0592,9.065,9.795,12.74,57.2468,189.1325,7831.2861,83.0995,81.7664,183.8963,0.297
75.5647,2.1215,0.8277800000000001,1.9161000000000001,38.3894,35.6178,0.0046194,1.4,1.88,0.685,1.2315,27.7757,173.2055,2.3077,0.9260200000000001,3.301,0.025
60.2797,1.2136,0.073317,0.78763,40.6624,49.6707,0.0014062,2.16,4.145,0.0,0.32937000000000005,14.3587,79.9653,1.4712,0.094774,2.1088,0.025
153.8044,39.0655,151.4487,122.8617,1431.6415,3.9371,8.1836,33.675,37.22,36.56,3.2835,45.2686,1767.46,94.1066,489.0666,104.5714,0.704
36.7081,7.2895,55.5711,2.4737,152.4238,5.0357,0.10249000000000001,17.7,22.31,0.0,0.12619,8.8798,111.3249,14.9518,144.8238,23.1202,0.038
475.3176,22.0852,8.6794,99.7375,377.6009,21.522,0.33731000000000005,2.365,3.085,4.57,37.9765,154.1431,2943.0769,27.3879,11.5638,47.9413,0.062
262.3112,47.9808,20.7331,115.1623,901.2497,5.467,1.9948000000000001,11.895,16.97,9.745,8.7169,73.7923,2186.2432,89.1063,47.3281,146.9499,0.442
1001.9955,58.556,16.0096,400.2701,723.3701,17.1118,8.536200000000001,2.4,2.93,4.025,150.0869,306.4087,8309.1625,72.8826,21.4348,176.0031,0.212
320.6725,43.5419,9.2949,202.365,1330.1873,7.3647,14.3853,15.525,16.74,17.89,11.732,85.5778,3119.3018,86.4302,23.1877,208.5584,0.34800000000000003
136.8425,8.3194,7.2675,25.3708,462.9382,16.4486,0.50121,14.055,20.005,8.02,1.6249,31.8609,674.2207,16.1083,17.5386,33.7251,0.053
836.5023,120.9718,34.0552,481.7412,1564.4116,6.9149,10.9349,7.195,10.17,16.965,60.3136,194.1174,7254.5746,198.1262,65.7446,314.6012,0.864
234.1868,13.6293,1.1699,19.355,226.7207,17.1826,0.12588000000000002,3.685,6.52,3.715,4.7277000000000005,54.3745,769.6819,18.8835,1.807,32.2032,0.043000000000000003
113.5442,51.3043,252.1385,93.2924,1285.5789,2.2132,10.185,34.36,40.975,33.785,2.4437,39.0686,1431.4253,124.213,819.7036,149.7755,0.81
45.2371,9.9551,121.3976,5.0674,203.5677,4.5441,0.24134000000000003,16.06,19.46,0.0,0.28444,13.3319,195.0793,19.9288,306.2847,29.4791,0.037
63.3482,3.5335,9.255,0.9946900000000001,46.5479,17.9281,0.0040247,5.955,7.225,0.0,0.15064000000000002,9.7034,73.7608,5.5198,16.7752,5.5317,0.025
914.2972,76.4868,17.6702,698.9124,1979.2566,11.9537,15.4945,8.53,10.08,18.975,73.8188,214.7608,9191.9341,130.7146,36.1043,227.0489,0.525
