DI_PA_1st,PGA,PGV,PGD,I_A,CAV,\dfracPGAPGV,I_AS,SMD_TB,SMD_ROG,SMD_Bolt,P_90,a_rms,I_c,I_FVF,I_RG,SI_H,DI_PA
0.085,150.8817,9.3648,0.81542,16.1502,168.5005,16.1116,0.16101000000000001,3.24,3.47,3.45,4.49,52.9604,693.7448,12.5642,1.2066,24.4894,0.092
0.651,150.8817,9.3648,0.81542,16.1502,168.5005,16.1116,0.16101000000000001,3.24,3.47,3.45,4.49,52.9604,693.7448,12.5642,1.2066,24.4894,0.652
0.291,165.9376,29.0932,157.4878,47.5194,559.7762,5.7036999999999995,2.4471,14.055,16.45,12.09,3.0482,43.6371,1080.6866,56.3311,380.0644,83.4395,0.35100000000000003
0.126,44.1972,7.9751,3.4076,4.4705,235.4942,5.5419,0.28044,25.575,27.85,0.0,0.15734,9.9123,157.8216,17.9345,10.0398,26.9916,0.231
0.025,170.7852,22.2217,226.0736,36.7196,640.6003,7.6855,3.2928,26.815,32.79,10.545,1.2328000000000001,27.7494,756.955,50.5674,676.6683,69.4994,0.091
0.042,157.4636,68.9229,305.4813,162.1198,1484.8171,2.2846,14.5991,25.755,28.955,29.545,5.6675,59.4812,2328.0942,155.267,902.1355,143.3415,1.231
0.526,32.9105,2.3589,4.1315,1.9034,132.5638,13.9516,0.024853999999999998,14.34,22.475,0.0,0.11947,8.6394,96.1613,4.5904,10.0375,8.0078,0.527
0.058,141.4295,41.0022,140.4506,98.2681,1025.4767,3.4493,4.7871,21.43,25.68,18.005,4.1292,50.7876,1675.5115,88.2192,390.1194,99.7791,0.34400000000000003
0.461,118.778,8.9256,1.1708,9.484,185.6392,13.3075,0.14049,6.45,9.645,2.59,1.3259,28.784,392.1996,14.2243,2.1793,22.1937,0.462
0.041,138.9384,24.658,8.5552,43.468,841.5484,5.6346,2.8905000000000003,34.24,40.78,12.73,1.1424,26.714,807.9316,59.6473,27.7805,89.9365,0.212
0.029,354.7941,15.329,23.432,69.9402,403.4311,23.1452,0.61546,5.55,6.565,7.24,11.3723,84.3032,1823.5292,23.5282,41.4866,36.567,0.046
0.051000000000000004,318.0161,30.2642,58.2584,160.3713,953.083,10.508,3.0447,10.33,12.91,13.88,14.0509,93.7193,2916.041,54.2568,126.8797,140.7353,0.246
0.139,123.4937,29.6697,65.2553,50.8886,780.8813,4.1623,2.2529,30.95,32.6,30.42,1.4803,30.4069,932.7986,69.9807,204.8815,119.7123,0.274
0.10400000000000001,153.8044,38.0404,36.2603,129.2,1638.6427,4.0432,0.87441,36.85,41.81,37.075,3.1556,44.3947,1795.6245,93.7249,120.6639,104.4718,0.782
0.029,145.0162,12.4213,2.4387,9.4316,181.6639,11.6748,0.054404,7.01,11.17,0.915,1.2147000000000001,27.5506,382.8747,20.2115,4.6674,31.5318,0.052000000000000005
0.042,91.312,24.8051,151.3338,29.357,624.8389,3.6812,1.0404,29.745,33.755,28.21,0.8884000000000001,23.5566,623.5573,57.9288,468.8931,81.0796,0.168
0.198,762.1577,44.9454,15.1916,606.019,1787.48,16.9574,24.0424,9.745,12.745,19.275,55.974,186.9729,7981.0283,79.4111,32.4488,187.6518,0.276
0.125,115.848,11.4316,28.2155,33.8028,667.6847,10.134,3.2305,25.37,36.215,9.395,1.1999,27.3765,721.4848,25.6559,82.9075,41.5306,0.136
0.032,208.1706,17.4023,2.4151,20.7773,299.6372,11.9622,0.6821900000000001,8.64,12.88,6.08,2.1833,36.9438,660.0388,29.8356,4.9557,45.3227,0.049
0.359,210.0352,34.1795,290.1803,112.6615,1124.0386,6.1451,18.6832,26.11,34.95,11.22,3.8963,49.3377,1770.8074,77.2623,860.8686,145.3767,0.589
0.024,144.1485,9.975999999999999,1.1613,27.6518,374.4818,14.4495,1.6184,9.15,11.38,9.03,2.719,41.2132,800.3239,17.3505,2.4289,27.3641,0.033
0.061,365.1756,41.4599,8.1406,240.2322,1293.0013,8.8079,5.1049,9.89,13.32,16.28,21.8574,116.864,3973.0059,73.5237,17.4739,151.2443,0.209
0.04,471.9617,38.5467,5.6521,176.5783,739.6713,12.2439,1.0441,5.465,9.14,12.89,29.1908,135.0141,3667.4448,58.9366,9.9558,102.6906,0.14300000000000002
0.145,46.5547,4.3737,1.5672000000000001,1.7774,77.9055,10.644400000000001,0.16208,7.86,9.785,0.0,0.20354000000000003,11.2783,106.1877,7.3232,3.116,13.2108,0.146
0.035,1195.8753,114.5026,39.0441,894.7616,2104.5079,10.4441,4.9309,7.02,8.18,33.27,114.6756,267.7946,11611.0465,186.3802,74.7597,352.4969,0.873
0.152,612.8342,39.1701,17.0289,188.5709,696.646,15.6454,2.5647,4.6,6.18,7.32,36.8852,151.8466,4013.1595,57.3647,28.3208,130.936,0.224
0.036000000000000004,312.4547,26.8463,6.5888,101.1219,809.4141,11.6386,1.4669,12.22,15.71,13.99,7.4459,68.2162,1969.5502,50.1941,15.1762,107.1412,0.135
0.651,265.7918,23.9284,86.2255,81.0591,529.1519,11.1078,0.9453100000000001,6.575,7.625,7.67,11.1093,83.3262,1950.3857,38.3167,161.5354,50.211,0.652
0.257,1018.9912,43.9106,35.1276,226.9676,845.3894,23.206,2.9982,5.86,10.22,14.58,34.9315,147.9132,4354.7096,68.3194,63.3306,136.4974,0.433
0.14,207.5476,22.1827,59.0574,92.5101,1096.4878,9.3563,3.0469,29.995,32.4,30.74,2.7772,41.6498,1472.1227,51.913,183.4949,89.2778,0.358
0.291,83.9537,7.941,1.3074,2.8494,75.6505,10.5721,0.15978,4.805,5.41,0.25,0.5349200000000001,18.2804,171.3262,11.7571,2.2062,24.5046,0.292
0.04,359.8401,36.0315,25.112,199.8831,1128.7463,9.9868,3.8107,9.0,12.84,11.485,19.9917,111.7496,3543.9705,62.4084,52.235,138.5505,0.366
0.186,175.257,30.9082,19.6814,78.7195,1065.0656,5.6702,7.3757,28.835,39.515,24.61,2.4573,39.1773,1316.7768,71.6231,60.3527,109.2238,0.55
0.243,248.2343,49.5516,589.4754,95.5524,1108.3231,5.0096,10.5331,32.61,37.085,31.955,2.6372999999999998,40.5863,1476.5365,118.4119,1883.2847,103.7145,0.395
0.051000000000000004,447.6922,51.4066,8.1165,535.9401,1814.6257,8.7088,7.2492,8.985,10.885,16.02,53.6533,183.1022,7426.7572,89.0018,16.8736,178.1976,0.225
0.037,266.1847,13.906,3.2468,72.2139,678.2575,19.1417,0.63053,10.845,12.255,11.47,5.9925,61.188,1576.211,25.2354,7.1867,46.9459,0.058
0.049,252.6758,31.9517,6.2636,117.3371,1211.0683,7.908,5.7508,23.145,33.815,20.81,4.5626,53.3854,1876.5585,70.0824,17.8501,121.2385,0.157
0.23700000000000002,32.9105,2.3589,4.1315,1.9034,132.5638,13.9516,0.024853999999999998,14.34,22.475,0.0,0.11947,8.6394,96.1613,4.5904,10.0375,8.0078,0.23700000000000002
0.07200000000000001,347.8993,16.8331,1.8141,110.3317,873.5882,20.6675,1.3107,10.92,14.66,13.28,9.1148,75.5159,2168.5454,30.5999,4.0246,45.8798,0.08
0.04,134.7554,11.0978,2.6857,25.1133,408.2631,12.1426,0.29523000000000005,11.35,16.285,5.725,1.9919,35.278,705.9176,20.3697,6.0356,36.4792,0.055
0.136,836.5023,118.458,60.0022,457.9913,1147.7975,7.0616,12.323,5.75,7.22,9.515,71.7059,211.5856,7380.114,183.4347,107.4954,295.1433,0.72
0.049,188.2336,14.789,13.0142,42.2671,619.6671,12.7279,0.5098600000000001,18.525,23.655,12.62,2.0536,35.8168,922.5915,30.6817,34.4353,62.9695,0.07200000000000001
0.121,85.1529,9.2158,8.8077,15.6042,343.5346,9.2399,0.16623000000000002,15.5,18.37,10.74,0.9065000000000001,23.8012,457.1552,18.2859,21.9604,30.6035,0.125
0.036000000000000004,118.778,8.9256,1.1708,9.484,185.6392,13.3075,0.14049,6.45,9.645,2.59,1.3259,28.784,392.1996,14.2243,2.1793,22.1937,0.038
0.227,145.0162,12.4213,2.4387,9.4316,181.6639,11.6748,0.054404,7.01,11.17,0.915,1.2147000000000001,27.5506,382.8747,20.2115,4.6674,31.5318,0.228
0.081,412.8381,62.3516,12.9898,168.9584,582.1389,6.6211,6.7959,3.08,4.045,6.83,49.4733,175.9093,4094.571,82.6011,18.8996,205.1481,0.253
0.11800000000000001,679.504,66.0203,16.166,200.6179,810.961,10.2924,2.8181000000000003,4.77,7.225,11.2,37.8363,153.6891,4161.2485,97.5679,27.2129,204.1478,0.326
0.41300000000000003,679.504,66.0203,16.166,200.6179,810.961,10.2924,2.8181000000000003,4.77,7.225,11.2,37.8363,153.6891,4161.2485,97.5679,27.2129,204.1478,0.654
0.974,311.175,72.96,34.9047,86.7034,669.7322,4.265,3.0011,8.215,12.34,6.92,9.5104,76.902,1932.9025,123.5198,70.4292,177.5001,1.013
0.49,326.6491,24.2462,3.6713,136.9469,908.5598,13.4722,2.5219,9.22,12.09,10.87,13.3712,91.4312,2654.6476,42.2499,7.6984,74.184,0.494
0.045,353.8732,11.2682,30.1922,45.2103,296.8857,31.4047,0.052208,3.555,4.76,5.785,11.4516,84.6257,1467.8215,15.4726,46.0796,26.1856,0.048
0.096,410.6871,40.1663,7.997,125.4014,934.2139,10.2247,4.2198,13.865,20.285,13.725,8.1448,71.3321,2243.2982,77.5072,19.2118,119.8199,0.253
0.04,847.5315,67.6879,21.1193,567.2129,1467.9068,12.5212,0.8614700000000001,6.9564,8.547,10.3224,73.3833,214.1785,8267.1523,109.9276,40.3157,204.3608,0.535
0.079,548.1199,37.1417,5.704,86.8823,396.0306,14.7575,3.0015,1.955,4.33,4.62,40.0706,158.1686,2781.3386,43.9186,7.1322,93.6438,0.121
0.085,234.1868,14.3835,4.0391,18.4211,169.0016,16.2816,0.20372,3.295,3.705,3.69,5.0339,56.0884,762.4948,19.3789,6.0104,31.1951,0.093
0.139,202.4628,7.3326,0.74275,62.5221,650.5378,27.6112,0.46167,11.47,14.58,10.96,4.9118,55.4086,1396.8426,13.4943,1.6751,23.4169,0.14300000000000002
0.134,91.312,24.8051,151.3338,29.357,624.8389,3.6812,1.0404,29.745,33.755,28.21,0.8884000000000001,23.5566,623.5573,57.9288,468.8931,81.0796,0.185
0.547,94.1207,39.3336,387.9474,67.2144,1152.2636,2.3929,8.3023,42.89,45.23,34.02,1.4102000000000001,29.6748,1058.6665,100.6591,1357.9741,93.5425,1.171
0.224,204.3906,11.9069,1.3888,22.9847,374.4597,17.1657,0.48181,11.51,16.8,3.015,1.7999,33.5288,658.6656,21.9314,3.1358,28.911,0.227
0.154,372.1522,54.547,150.2876,155.049,762.7855,6.8225999999999996,3.0111,5.905,8.355,11.345,23.6386,121.535,3255.8339,85.0307,271.6416,105.9522,0.482
0.191,434.0241,23.5457,5.4475,259.8945,1205.1312,18.4332,1.1703000000000001,9.56,10.61,14.35,24.5113,123.7574,4256.8235,41.4025,11.5616,85.7564,0.212
0.258,305.4747,4.0484,0.19688000000000003,14.358,148.7279,75.4563,0.016665,1.815,3.455,1.635,7.121,66.7794,735.1943,4.6989,0.24015000000000003,4.0422,0.258
0.067,914.2972,92.7711,176.083,663.9362,1472.7062,9.8554,8.7113,7.51,8.55,10.075,79.6907,223.1503,9135.1577,153.5757,344.8239,225.5243,0.5740000000000001
0.053,1018.9912,43.9106,35.1276,226.9676,845.3894,23.206,2.9982,5.86,10.22,14.58,34.9315,147.9132,4354.7096,68.3194,63.3306,136.4974,0.39
0.227,365.1756,41.4599,8.1406,240.2322,1293.0013,8.8079,5.1049,9.89,13.32,16.28,21.8574,116.864,3973.0059,73.5237,17.4739,151.2443,0.362
0.605,231.2171,27.088,47.4867,215.6659,1969.1954,8.5358,5.7054,44.74,47.84,48.06,4.3502,52.1279,2517.4095,70.057,168.5793,107.0513,0.805
0.041,43.0491,5.9272,2.038,4.2737,228.8636,7.263,0.13705,20.63,28.34,0.0,0.1867,10.8006,161.2199,12.632,5.5895,20.9718,0.045
0.051000000000000004,524.2739,73.0079,11.3779,224.763,789.0636,7.1811,10.2225,4.945,6.485,8.73,40.9505,159.9752,4499.4768,108.8707,19.3843,198.0166,0.252
0.139,133.0512,50.2643,349.5905,99.1321,1218.4499,2.6470000000000002,5.0447,29.41,34.675,28.61,3.0338,43.528,1557.3997,117.0533,1079.0906,101.3888,0.759
0.193,343.0551,53.8856,1314.1946,311.2935,2495.0127,6.3664,10.6371,43.6,51.0,58.58,6.427,63.3618,3330.3099,138.4663,4625.4625,155.0804,0.371
0.684,358.421,11.3788,1.17,120.3817,821.7814,31.499,0.7866200000000001,9.48,11.76,12.95,11.4337,84.5469,2393.5943,19.9664,2.4763,32.9918,0.684
0.222,188.2336,14.789,13.0142,42.2671,619.6671,12.7279,0.5098600000000001,18.525,23.655,12.62,2.0536,35.8168,922.5915,30.6817,34.4353,62.9695,0.231
0.088,185.3422,15.3486,1.3748,33.7477,365.5041,12.0755,0.5745600000000001,7.08,9.3,5.395,4.3016,51.8455,993.3071,25.0368,2.6398,44.4919,0.091
0.14300000000000002,825.2065,40.0044,8.1307,354.2759,882.4016,20.6279,3.243,2.795,4.725,9.345,114.0901,267.1591,7300.3878,51.7253,11.4531,130.5669,0.197
0.055,303.1962,15.0273,2.1149,44.1386,377.7006,20.1763,0.50227,4.37,7.745,5.25,9.0996,75.409,1368.913,21.7271,3.4577,41.4381,0.061
0.055,61.927,4.2934,5.7620000000000005,3.4879,132.3747,14.4236,0.057829,8.445,10.66,0.07,0.37183000000000005,15.2431,172.9451,7.3191,11.7339,11.541,0.056
0.07100000000000001,306.183,39.3659,7.0217,87.1726,692.8425,7.7779,2.2311,10.655,13.35,11.04,7.3663,67.8173,1823.0039,71.1228,15.4511,109.1651,0.199
0.718,327.325,14.4965,1.0384,41.0449,382.5762,22.5796,0.52495,6.8100000000000005,8.74,7.76,5.4358,58.3077,1161.8827,23.418,1.9682,30.0251,0.718
0.492,104.0368,10.473,43.4292,24.1099,467.9321,9.9338,0.25996,17.19,20.27,12.54,1.2627,28.089,617.2245,21.325,112.0832,44.3179,0.497
0.21,747.9984,92.832,114.4997,453.2876,900.2033,8.0575,11.3314,3.35,3.59,5.185,121.7631,275.9608,8390.6095,125.5912,171.3244,251.8145,0.555
0.187,372.1522,54.547,150.2876,155.049,762.7855,6.8225999999999996,3.0111,5.905,8.355,11.345,23.6386,121.535,3255.8339,85.0307,271.6416,105.9522,0.355
0.21,291.9309,129.2004,422.4206,104.9564,568.6103,2.2595,5.5120000000000005,5.95,6.825,7.455,15.9349,99.7246,2429.1925,201.787,765.451,238.7758,1.089
0.198,548.1199,37.1417,5.704,86.8823,396.0306,14.7575,3.0015,1.955,4.33,4.62,40.0706,158.1686,2781.3386,43.9186,7.1322,93.6438,0.213
0.229,234.1868,14.3835,4.0391,18.4211,169.0016,16.2816,0.20372,3.295,3.705,3.69,5.0339,56.0884,762.4948,19.3789,6.0104,31.1951,0.23
0.112,54.4691,6.4567,17.4202,7.9267,258.2773,8.436,0.8155600000000001,15.88,18.795,0.07,0.44927000000000006,16.7508,273.1976,12.8891,43.7862,31.735500000000002,0.116
0.8310000000000001,464.0917,56.2591,92.3287,132.6148,709.3318,8.2492,1.6254,8.585,11.465,13.725,13.9019,93.1995,2636.2722,96.3003,189.053,105.5536,0.881
0.388,115.848,11.4316,28.2155,33.8028,667.6847,10.134,3.2305,25.37,36.215,9.395,1.1999,27.3765,721.4848,25.6559,82.9075,41.5306,0.53
0.844,174.0225,7.8476,0.62216,30.2613,468.0635,22.1753,0.51037,14.16,19.47,9.05,1.924,34.6703,768.1888,15.223,1.5051999999999999,18.636,0.844
0.045,471.9617,38.5467,5.6521,176.5783,739.6713,12.2439,1.0441,5.465,9.14,12.89,29.1908,135.0141,3667.4448,58.9366,9.9558,102.6906,0.135
0.061,837.7561,99.0502,38.5572,1182.176,3119.2837,8.4579,15.3078,16.54,19.78,26.8,64.4134,200.6897,11562.6002,199.751,98.2391,327.3705,1.01
0.029,282.9775,26.4115,10.418,116.278,945.2325,10.7142,9.1246,11.69,17.87,12.09,8.9519,74.7999,2211.8657,48.8367,23.6442,89.0574,0.131
0.091,208.1706,17.4023,2.4151,20.7773,299.6372,11.9622,0.6821900000000001,8.64,12.88,6.08,2.1833,36.9438,660.0388,29.8356,4.9557,45.3227,0.094
0.178,127.4862,42.599,379.858,113.3856,1378.631,2.9927,10.9533,33.19,37.485,34.055,3.0756,43.8272,1671.5486,102.2472,1220.7413,143.069,0.8260000000000001
0.082,82.0758,5.5329,3.7981,8.3711,262.6409,14.8342,0.049678,17.34,22.96,0.965,0.43463,16.4776,278.5264,11.2905,9.8305,18.088,0.083
0.547,699.828,52.9126,12.7349,288.8806,934.4503,13.2261,5.3215,4.08,6.015,8.705,63.7361,199.6309,5697.3361,75.2011,20.3493,159.696,0.5740000000000001
0.179,264.01,15.8252,1.3691,90.2769,692.6322,16.6829,1.564,9.635,14.055,10.455,8.4334,72.5913,1919.7837,27.8813,2.9132,36.9704,0.192
0.025,272.0476,22.9321,5.9667,105.4719,905.526,11.8632,5.7614,12.99,19.68,13.885,7.3082,67.5582,2001.342,43.5357,14.0262,108.196,0.14300000000000002
0.492,45.2371,6.6336,2.4632,5.3332,247.229,6.8194,0.24657,19.24,28.37,0.0,0.2499,12.4941,193.714,13.8932,6.6005,30.1378,0.494
0.218,264.8058,24.811,9.3588,117.9107,1186.2693,10.6729,1.5159,20.57,26.9,38.29,5.1601,56.7792,1940.4436,52.8389,25.6428,95.8639,0.247
0.134,63.807900000000004,3.2025,0.91851,4.1775,174.4983,19.924500000000002,0.018682,14.415,19.295,0.02,0.26087000000000005,12.7659,173.1751,6.2401,2.2354,10.4121,0.135
0.156,422.5947,41.6563,5.0712,160.2336,881.3982,10.1448,3.0492,8.54,12.34,12.04,16.9017,102.7864,3045.3161,71.2108,10.3657,123.4398,0.185
0.044,111.7236,8.3787,0.81576,11.1969,249.4096,13.3343,0.057148,5.86,14.72,2.465,1.7203,32.7917,454.5629,13.0361,1.4707,21.6036,0.066
0.724,351.5317,27.5104,3.0615,200.4667,1184.1042,12.7781,2.5308,10.64,13.4,14.8,16.9617,103.0095,3410.254,49.6858,6.7335,95.3827,0.733
0.34,221.7271,29.7321,7.5809,93.7823,796.292,7.4575,5.3779,12.685,16.705,10.205,6.6556,64.4656,1843.4749,56.111,17.6801,98.22,0.366
0.024,218.8099,29.837,5.4472000000000005,114.3186,1122.1735,7.3335,2.9503,26.305,29.105,28.81,3.9154,49.4541,1783.7015,67.5717,16.2,118.9485,0.155
0.034,142.5305,8.5165,2.0371,28.0308,465.6516,16.7357,0.51698,11.975,16.125,8.285,2.1071,36.2833,756.308,15.8428,4.6607,31.584,0.041
0.04,362.9042,77.139,375.7903,211.0316,1069.7177,4.7045,14.8888,12.955,16.475,20.59,14.6634,95.7119,3370.294,146.3469,882.5881,248.0487,0.635
0.051000000000000004,203.6193,36.8928,59.3629,124.5514,1206.5946,5.5192,6.72,28.83,35.04,30.065,3.8881,49.2747,1857.2004,85.4874,182.0247,180.2192,0.585
0.037,424.0117,21.9599,2.699,123.9367,824.8063,19.3084,1.8877000000000002,9.96,13.63,12.58,11.2056,83.6929,2416.3635,39.0117,5.807,61.7839,0.069
0.178,866.417,41.7668,14.8443,284.5581,1204.7243,20.7442,5.9338,8.76,12.38,13.56,29.1683,135.1124,4648.307,71.855,30.6005,165.2546,0.384
0.039,160.4004,8.9872,39.6157,19.3278,259.2968,17.8476,0.20969000000000002,6.82,8.79,6.235,2.5513,39.9311,658.9597,14.5235,75.1269,21.8878,0.041
0.031,120.6573,5.6103000000000005,0.29615,8.2597,109.4713,21.5063,0.047039,2.47,3.32,1.3900000000000001,3.0172,43.4809,450.6058,7.0333,0.40033,9.6106,0.031
0.043000000000000003,265.7918,23.9284,86.2255,81.0591,529.1519,11.1078,0.9453100000000001,6.575,7.625,7.67,11.1093,83.3262,1950.3857,38.3167,161.5354,50.211,0.063
0.255,168.9785,8.2757,1.8064,31.8089,482.4147,20.4187,0.55635,10.72,15.725,6.43,2.6711,40.8508,854.8679,14.9745,3.9829,24.8349,0.258
0.134,266.0859,24.1983,3.6497,87.8537,616.9359,10.9961,0.31351,8.71,9.73,11.3,9.0803,75.3481,1930.2674,41.5708,7.5092,69.6832,0.14300000000000002
0.024,620.4955,17.7623,3.1831,100.567,717.9525,34.9333,1.1038000000000001,7.53,10.72,12.28,12.0463,86.7891,2218.6841,29.4237,6.2389,72.9047,0.101
0.053,265.7118,11.0061,3.0677,49.588,367.1835,24.1423,0.43499000000000004,5.085,7.22,5.305,8.8237,74.2452,1442.6074,16.5274,5.2752,31.5195,0.058
0.406,311.175,72.96,34.9047,86.7034,669.7322,4.265,3.0011,8.215,12.34,6.92,9.5104,76.902,1932.9025,123.5198,70.4292,177.5001,0.609
0.136,148.3096,20.9337,85.1497,62.9996,866.6061,7.0847,1.2598,26.215,29.79,28.025,2.163,36.7543,1140.8744,47.3679,252.9491,76.5136,0.193
0.025,40.0967,4.7927,1.6067,3.1057,145.5995,8.3662,0.064548,13.255,16.13,0.0,0.21092000000000002,11.4793,141.5998,9.1448,3.8023,24.2921,0.025
0.044,396.2905,51.0219,36.3397,103.8416,464.1975,7.7671,7.0557,4.515,6.34,5.065,20.7812,113.9641,2585.1201,74.3739,60.0621,203.1171,0.444
0.07200000000000001,174.0225,7.8476,0.62216,30.2613,468.0635,22.1753,0.51037,14.16,19.47,9.05,1.924,34.6703,768.1888,15.223,1.5051999999999999,18.636,0.075
0.057,124.7849,48.0434,216.9119,78.5599,1038.6443,2.5973,8.033,32.07,33.315,34.675,2.204,37.1012,1279.7673,114.3294,689.1543,113.9884,1.197
0.039,218.8099,29.837,5.4472000000000005,114.3186,1122.1735,7.3335,2.9503,26.305,29.105,28.81,3.9154,49.4541,1783.7015,67.5717,16.2,118.9485,0.149
0.027,382.3488,22.0966,2.2836,94.8179,583.7098,17.3035,2.4303,4.73,7.37,7.6850000000000005,18.0581,106.2445,2381.718,32.5868,3.8333,71.1447,0.07100000000000001
0.032,1018.9912,43.9106,35.1276,226.9676,845.3894,23.206,2.9982,5.86,10.22,14.58,34.9315,147.9132,4354.7096,68.3194,63.3306,136.4974,0.458
0.183,144.1485,9.975999999999999,1.1613,27.6518,374.4818,14.4495,1.6184,9.15,11.38,9.03,2.719,41.2132,800.3239,17.3505,2.4289,27.3641,0.185
0.273,612.8342,39.1701,17.0289,188.5709,696.646,15.6454,2.5647,4.6,6.18,7.32,36.8852,151.8466,4013.1595,57.3647,28.3208,130.936,0.334
0.199,422.1178,23.7442,7.6423,133.0139,907.8654,17.7777,1.1909,10.91,13.41,14.205,10.9729,82.7994,2488.5871,43.1533,16.9499,69.0218,0.218
0.203,156.1042,8.0896,11.2124,9.7079,172.939,19.2969,0.24706000000000003,8.08,11.36,0.61,1.0821,26.0043,376.9408,13.6389,22.4992,19.4419,0.20400000000000001
1.069,124.7189,10.4482,11.5872,5.5471,107.1167,11.9369,0.040763,10.625,11.93,0.265,0.46983,17.1334,231.1693,18.8636,25.4735,31.3395,1.069
0.398,43.342,3.0992,6.8883,3.1765,127.6072,13.9847,0.047611,7.54,9.99,0.0,0.37919,15.3939,165.847,5.1357,13.5073,8.2768,0.399
0.34800000000000003,115.1178,9.2266,42.3186,18.4713,469.9424,12.4768,0.5171600000000001,28.185,32.505,3.01,0.59003,19.1973,446.5505,21.2591,128.7867,24.8521,0.34900000000000003
0.031,303.1962,15.0273,2.1149,44.1386,377.7006,20.1763,0.50227,4.37,7.745,5.25,9.0996,75.409,1368.913,21.7271,3.4577,41.4381,0.05
0.036000000000000004,548.5002,36.3258,10.8349,209.493,1000.344,15.0995,3.2505,6.375,10.62,9.665,29.6051,135.9915,4004.128,57.7212,20.0902,95.6001,0.12
0.353,248.2343,49.5516,589.4754,95.5524,1108.3231,5.0096,10.5331,32.61,37.085,31.955,2.6372999999999998,40.5863,1476.5365,118.4119,1883.2847,103.7145,0.633
0.085,106.6323,7.702,1.6276000000000002,11.3337,281.7345,13.8448,0.06725199999999999,13.985,16.81,2.73,0.7291500000000001,21.3423,368.7165,14.8942,3.9213,23.3567,0.093
0.065,229.0089,61.3376,841.8785,92.933,901.9263,3.7336,1.7915,33.985,34.53,35.005,2.4646,39.235,1432.6959,148.0979,2726.9585,99.0686,0.328
0.156,153.8044,38.0404,36.2603,129.2,1638.6427,4.0432,0.87441,36.85,41.81,37.075,3.1556,44.3947,1795.6245,93.7249,120.6639,104.4718,0.671
0.031,138.9384,24.658,8.5552,43.468,841.5484,5.6346,2.8905000000000003,34.24,40.78,12.73,1.1424,26.714,807.9316,59.6473,27.7805,89.9365,0.201
0.033,134.7554,11.0978,2.6857,25.1133,408.2631,12.1426,0.29523000000000005,11.35,16.285,5.725,1.9919,35.278,705.9176,20.3697,6.0356,36.4792,0.058
0.14300000000000002,358.421,11.3788,1.17,120.3817,821.7814,31.499,0.7866200000000001,9.48,11.76,12.95,11.4337,84.5469,2393.5943,19.9664,2.4763,32.9918,0.148
0.134,211.007,30.4961,24.5072,89.7988,1301.9185,6.9191,9.895,35.72,42.7,33.92,2.2628,37.5959,1377.7348,74.5542,80.7106,149.3205,0.607
0.189,345.9185,75.6005,57.1066,175.1686,998.7837,4.5756,2.3741,6.98,11.45,13.135,22.5886,118.6634,3415.0943,122.882,109.1369,147.0348,0.965
0.055,827.3342,130.3818,31.9463,501.2136,1414.1039,6.3455,12.729,5.32,7.54,12.46,85.2842,231.1992,8108.4015,198.0135,55.7688,387.0831,0.716
0.726,148.9734,15.7726,5.7678,42.9584,598.5204,9.4451,0.8059200000000001,15.71,20.55,12.305,2.4626,39.2232,973.6484,31.4012,14.4457,68.0885,0.732
0.247,273.6834,17.0255,35.93,50.2274,363.5081,16.0749,0.45639,5.755,7.35,7.42,7.8803,70.1818,1410.4558,26.37,64.3882,36.6546,0.25
0.441,88.0128,15.4347,2.7161,23.8472,548.324,5.7023,3.215,21.2,28.2,6.15,1.0123,25.1485,580.6795,33.1194,7.5172,61.1956,0.447
0.026000000000000002,226.9786,20.3759,34.5322,89.0089,688.3692,11.1396,1.4072,10.2,12.06,11.38,7.8792,70.2169,1879.1539,36.4138,74.8901,86.4244,0.11900000000000001
0.17300000000000001,42.7382,4.4403,1.3997,4.584,270.8964,9.625,0.22629000000000002,34.91,42.49,0.0,0.11831000000000001,8.5969,148.9312,10.7932,4.5747,25.0134,0.178
0.189,32.9105,2.3589,4.1315,1.9034,132.5638,13.9516,0.024853999999999998,14.34,22.475,0.0,0.11947,8.6394,96.1613,4.5904,10.0375,8.0078,0.191
0.041,209.7984,10.7911,2.3487999999999998,53.8054,633.2351,19.4418,0.16982000000000003,12.26,15.99,10.57,3.952,49.6996,1226.8012,20.1924,5.416,36.9,0.055
0.196,217.4557,25.1093,5.8644,75.4648,817.4128,8.6604,1.9791,13.62,18.56,13.66,5.0035,55.9402,1544.0975,48.2369,14.0049,97.814,0.219
0.035,463.032,19.7604,2.2346,195.1839,983.738,23.4323,1.7615,6.615,11.265,9.57,26.5967,128.9228,3764.9529,31.6905,4.1948,44.4422,0.059000000000000004
1.178,212.8258,45.5274,28.5128,107.3294,943.6235,4.6747,8.7805,13.705,19.74,12.79,7.0486,66.3518,2000.8688,87.5978,68.2337,200.2236,1.178
0.033,312.4547,26.8463,6.5888,101.1219,809.4141,11.6386,1.4669,12.22,15.71,13.99,7.4459,68.2162,1969.5502,50.1941,15.1762,107.1412,0.158
0.156,690.854,79.9347,12.6046,248.5313,720.4734,8.6427,8.4872,4.285,5.86,7.895,52.2298,180.3362,5013.0227,115.0067,20.4729,222.6599,0.271
0.178,947.5749,88.035,71.6513,473.299,836.4957,10.7636,4.4911,3.26,3.5300000000000002,5.45,130.6941,285.9131,8728.9092,118.2931,106.2421,171.4525,0.481
