DI_DC_1st,PGA,PGV,PGD,I_A,CAV,\dfracPGAPGV,I_AS,SMD_TB,SMD_ROG,SMD_Bolt,P_90,a_rms,I_c,I_FVF,I_RG,SI_H,DI_DC
0.047411999999999996,120.7763,5.9952000000000005,0.38604000000000005,19.8844,295.8616,20.1456,0.18248,6.195,8.165,3.505,2.8889,42.4926,689.4305,9.4583,0.709,13.2048,0.050045
0.053861,204.3906,12.7431,15.1383,21.8415,279.9872,16.0393,0.32844,9.515,11.655,3.015,2.0751,35.9999,666.2781,22.3809,32.0785,28.2299,0.064234
0.05365,473.856,83.053,12.3376,224.186,955.0166,5.7055,4.2357,4.6,7.065,12.11,43.8548,165.5819,4569.81,121.6311,20.5188,212.1893,0.42541
0.058972,129.9225,17.0224,222.8081,28.6499,561.9454,7.6324000000000005,0.6975800000000001,26.925,30.155,13.04,0.95935,24.4794,628.4624,38.7758,667.8049,44.6697,0.13536
0.0,53.332,8.9208,25.8872,7.9818,262.7466,5.9784,0.8700500000000001,13.1,17.79,0.04,0.5482600000000001,18.5075,288.1759,16.9715,61.0252,30.4463,0.053861
0.32634,98.8231,15.8812,31.0942,36.6199,671.8231,6.2227,2.4304,28.315,31.535,25.645,1.1638,26.9616,744.9486,36.6342,94.7729,66.6199,0.32634
0.31557,249.1429,48.0385,286.9392,218.1014,1639.7957,5.1863,18.1845,23.81,27.31,30.15,8.2397,71.7421,2965.1114,106.1156,825.4859,128.1065,0.39401
0.10832000000000001,89.4035,11.2945,4.1565,16.6005,487.3184,7.9156,2.213,28.96,35.93,3.58,0.5160800000000001,17.9558,409.4566,26.201,12.7641,49.5826,0.15281
0.21566000000000002,372.1522,44.6193,21.3478,163.0513,995.3498,8.3406,4.5212,7.94,14.075,11.845,18.4841,107.4342,3137.7924,74.8993,42.5886,106.3143,0.55683
0.26409000000000005,42.7382,4.4403,1.3997,4.584,270.8964,9.625,0.22629000000000002,34.91,42.49,0.0,0.11831000000000001,8.5969,148.9312,10.7932,4.5747,25.0134,0.26409000000000005
0.020184999999999998,548.5002,36.3258,10.8349,209.493,1000.344,15.0995,3.2505,6.375,10.62,9.665,29.6051,135.9915,4004.128,57.7212,20.0902,95.6001,0.28074000000000005
0.08681000000000001,315.1351,37.2064,85.0529,109.422,578.2471,8.4699,1.1802,5.755,6.695,8.91,17.1575,103.5337,2527.2321,57.6274,152.4185,99.5957,0.43621000000000004
0.29187,73.5415,3.7787,1.3223,4.8918,176.6328,19.4619,0.029540000000000004,11.66,16.045,1.995,0.37758,15.3592,205.5429,6.9827,2.9985,15.1638,0.34619000000000005
0.10963,40.0967,5.4276,11.0279,2.9509,130.8379,7.3875,0.053315999999999995,10.345,13.435,0.0,0.25677,12.6649,144.9663,9.734,24.029,24.3259,0.14879
0.25765000000000005,440.0906,59.8366,20.1332,223.2485,844.8582,7.3549,4.5247,5.96,7.565,10.42,33.7752,145.2934,4275.5485,93.4928,36.5029,259.8826,0.29532
0.032484,821.5216,43.6399,5.2388,597.0982,1912.5742,18.825,7.3635,12.25,14.02,19.06,43.8578,165.554,7455.5161,81.6428,12.0765,142.6773,0.26388
0.28659,400.0425,34.8377,26.2551,167.2118,935.8731,11.483,1.9301,10.02,13.185,17.01,15.0217,96.8735,3018.1528,61.9822,56.6027,114.2212,0.37867
0.024169,347.8993,14.4486,35.079,104.9387,689.6929,24.0785,0.9891200000000001,8.98,10.96,12.4,10.5494,81.2587,2195.0411,25.0117,72.9133,46.0796,0.08193199999999999
0.19603,194.2183,73.7265,20.2524,76.4644,563.2758,2.6343,28.4341,6.825,10.12,9.18,10.0863,79.3015,1844.9031,119.1652,38.416,240.0798,0.48343
0.44463,142.0731,56.7696,44.7992,75.7637,1127.0932,2.5026,0.16089,28.25,32.43,25.3,2.4142,38.8286,1285.9881,130.8791,136.4403,82.9404,0.61246
0.098206,201.5787,17.7244,2.6435,21.3724,220.2764,11.3729,0.6152000000000001,2.8,5.42,2.3,6.9107,65.8357,893.8626,22.9278,3.7259,46.7818,0.15191000000000002
0.14553000000000002,475.508,40.5714,16.2084,150.8243,1016.0297,11.7203,3.6527000000000003,12.225,16.015,16.655,11.1126,83.324,2659.3773,75.8634,37.3385,135.2839,0.5437700000000001
0.38199000000000005,947.5749,88.035,71.6513,473.299,836.4957,10.7636,4.4911,3.26,3.5300000000000002,5.45,130.6941,285.9131,8728.9092,118.2931,106.2421,171.4525,0.47055
0.074987,272.599,29.1531,6.5092,163.8122,1220.8758,9.3506,11.0068,16.815,20.86,24.98,8.7678,73.9986,2610.2614,59.0348,16.676,133.9642,0.43284000000000006
0.08332099999999999,392.9382,44.7463,8.5777,199.6145,1010.3182,8.7815,3.5243,8.12,11.685,16.2,22.1435,117.6304,3635.4413,75.5346,17.2408,151.9168,0.48716000000000004
0.064096,42.7382,4.4403,1.3997,4.584,270.8964,9.625,0.22629000000000002,34.91,42.49,0.0,0.11831000000000001,8.5969,148.9312,10.7932,4.5747,25.0134,0.064096
0.056808,78.7693,3.3269,2.1954000000000002,14.0204,383.3325,23.6766,0.19989,22.205,26.19,5.545,0.5683100000000001,18.8413,385.3836,7.2219,6.1706,10.641,0.082726
0.09961099999999999,335.1995,18.0606,34.639,79.7746,581.7966,18.5597,0.16053,9.685,11.245,12.41,7.4137,68.0546,1747.1753,31.8608,73.8355,61.7775,0.10707000000000001
0.48113000000000006,109.7364,8.8767,48.4612,12.1311,232.9856,12.3623,0.2139,9.12,11.895,5.045,1.1979,27.3587,432.1564,15.4259,101.2495,23.5506,0.73204
0.17022,181.0505,31.4791,15.1375,142.394,1532.1556,5.7514,13.5854,29.61,39.33,26.12,4.3332,52.0268,2042.0213,73.4315,46.8309,156.7044,0.60102
0.0,153.8044,39.0655,151.4487,122.8617,1431.6415,3.9371,8.1836,33.675,37.22,36.56,3.2835,45.2686,1767.46,94.1066,489.0666,104.5714,0.40556000000000003
0.20483,178.2489,19.1042,82.3166,43.6969,566.9968,9.3303,0.7030900000000001,15.13,20.335,12.3,2.6016,40.3128,995.5961,37.6781,203.5951,64.3119,0.23547
0.37192000000000003,571.2244,24.397,2.2568,363.3027,1505.13,23.4137,4.2644,12.32,14.24,18.55,26.5431,128.8033,5130.9264,45.7078,5.2122,69.3661,0.6045600000000001
0.054494,209.7984,10.7911,2.3487999999999998,53.8054,633.2351,19.4418,0.16982000000000003,12.26,15.99,10.57,3.952,49.6996,1226.8012,20.1924,5.416,36.9,0.054494
0.39037000000000005,204.3906,12.7431,15.1383,21.8415,279.9872,16.0393,0.32844,9.515,11.655,3.015,2.0751,35.9999,666.2781,22.3809,32.0785,28.2299,0.39648000000000005
0.5676800000000001,620.4955,17.7623,3.1831,100.567,717.9525,34.9333,1.1038000000000001,7.53,10.72,12.28,12.0463,86.7891,2218.6841,29.4237,6.2389,72.9047,0.57482
0.6272500000000001,150.8817,9.3648,0.81542,16.1502,168.5005,16.1116,0.16101000000000001,3.24,3.47,3.45,4.49,52.9604,693.7448,12.5642,1.2066,24.4894,0.6272500000000001
0.0379,141.4295,41.0022,140.4506,98.2681,1025.4767,3.4493,4.7871,21.43,25.68,18.005,4.1292,50.7876,1675.5115,88.2192,390.1194,99.7791,0.32225000000000004
0.46172,472.2084,40.9528,16.4014,212.7644,1008.5547,11.5306,2.3125,6.59,9.835,11.55,29.0742,134.6365,4010.3944,65.6153,30.7499,188.3504,0.62624
0.041670000000000006,82.0758,5.5329,3.7981,8.3711,262.6409,14.8342,0.049678,17.34,22.96,0.965,0.43463,16.4776,278.5264,11.2905,9.8305,18.088,0.041670000000000006
0.33024000000000003,115.848,11.4316,28.2155,33.8028,667.6847,10.134,3.2305,25.37,36.215,9.395,1.1999,27.3765,721.4848,25.6559,82.9075,41.5306,0.33024000000000003
0.046341,117.6247,15.455400000000001,47.0929,18.4597,293.2581,7.6106,0.19068000000000002,8.47,10.69,5.63,1.9616,35.0084,602.8373,26.3664,95.9953,47.1462,0.20208
0.4752,177.7721,13.3853,11.8077,42.4275,520.9899,13.2811,0.6720900000000001,11.74,14.595,9.46,3.2613,45.1325,1038.886,24.7768,26.8362,54.8801,0.4752
0.0,341.649,48.1035,313.0749,93.5737,620.4325,7.1024,6.5511,10.235,12.645,8.5,8.2345,71.7294,1943.5217,86.0397,679.7422,94.4453,0.19997
0.24347000000000002,263.8204,44.2647,19.697,80.7711,765.9119,5.9601,3.3113,12.565,19.325,13.83,5.7911,60.1508,1653.6484,83.3391,45.7918,155.2392,0.5930200000000001
0.056808,1009.9261,41.5727,16.4496,1332.4398,2883.8093,24.293,13.5045,13.345,16.96,23.895,89.8596,236.9397,13323.4297,79.458,39.0177,97.5814,0.1726
0.0,475.3176,22.0852,8.6794,99.7375,377.6009,21.522,0.33731000000000005,2.365,3.085,4.57,37.9765,154.1431,2943.0769,27.3879,11.5638,47.9413,0.12561
0.032484,108.0667,8.7812,1.5590000000000002,6.5441,157.0526,12.3066,0.11757000000000001,5.03,8.27,2.7199999999999998,1.1724,27.0591,315.6856,13.1506,2.6712,30.369,0.065334
0.052875,414.2005,26.6329,33.2012,139.3889,556.0536,15.5522,1.0397,3.71,6.29,8.37,33.8011,145.3846,3376.4846,36.9625,51.3979,55.2206,0.12795
0.0,115.1178,9.2266,42.3186,18.4713,469.9424,12.4768,0.5171600000000001,28.185,32.505,3.01,0.59003,19.1973,446.5505,21.2591,128.7867,24.8521,0.040875
0.5465800000000001,190.2874,14.1689,1.2176,19.8531,311.2722,13.4299,0.9833900000000001,8.485,13.71,6.395,2.1059,36.2756,636.4259,24.1824,2.4834,31.862,0.5502400000000001
0.26371,41.9322,4.0717,4.4637,2.63,142.1334,10.2984,0.036500000000000005,12.97,19.36,0.0,0.18253000000000003,10.6779,125.6611,7.727,10.4875,11.6263,0.35823000000000005
0.059876,262.3112,47.9808,20.7331,115.1623,901.2497,5.467,1.9948000000000001,11.895,16.97,9.745,8.7169,73.7923,2186.2432,89.1063,47.3281,146.9499,0.17448000000000002
0.058622999999999995,976.0419,67.401,24.2975,652.0632,1643.896,14.4811,14.3539,5.69,7.48,15.13,103.3053,254.0048,9656.4831,104.0985,43.3776,338.7328,0.39913000000000004
0.43885,157.4636,50.1946,325.6005,154.0173,1351.4343,3.1371,15.9416,24.245,25.96,28.95,5.7177,59.7626,2274.861,111.3814,942.3794,143.3733,0.70089
0.12537,130.1949,9.1674,5.0441,22.624,447.5144,14.2019,0.18735000000000002,22.02,27.17,9.065,0.9247900000000001,24.035,552.9348,19.8587,14.1382,19.7407,0.12537
0.36971000000000004,134.9404,15.2219,48.0612,19.7894,270.8063,8.8649,0.5513600000000001,7.445,8.9,6.095,2.3968,38.7018,656.9455,25.1441,93.8462,26.041,0.37396
0.043687,587.3486,46.7614,20.198,398.7742,1486.6162,12.5605,7.0112,9.65,14.545,15.945,37.1644,152.3873,5843.6857,82.4176,43.0016,174.4103,0.46576000000000006
0.5341600000000001,221.0969,26.219,10.4415,74.9967,812.3864,8.4327,4.1886,12.55,20.73,8.44,5.3854,58.0146,1565.4104,49.3488,24.2648,96.4421,0.5341600000000001
0.064096,106.6323,7.7417,1.0581,11.928,352.845,13.7738,0.11062000000000001,16.77,22.185,2.73,0.6403800000000001,20.0013,366.3141,15.6664,2.7084,23.3458,0.064096
0.16952,157.4636,50.1946,325.6005,154.0173,1351.4343,3.1371,15.9416,24.245,25.96,28.95,5.7177,59.7626,2274.861,111.3814,942.3794,143.3733,0.5610200000000001
0.26895,207.5476,22.1827,59.0574,92.5101,1096.4878,9.3563,3.0469,29.995,32.4,30.74,2.7772,41.6498,1472.1227,51.913,183.4949,89.2778,0.43218
0.080006,178.4587,27.6614,13.5654,86.78,1138.0007,6.4516,2.1981,26.7,32.3,25.18,2.9269,42.7684,1445.24,62.8784,40.545,89.7921,0.41959
0.4072,587.4095,24.655,1.4716,242.918,1047.8303,23.8252,2.428,5.01,9.43,10.72,43.6672,165.2225,4753.5995,36.8862,2.5181,51.105,0.44523
0.0,146.8793,19.8625,15.1632,68.1647,989.3947,7.3948,1.812,24.06,30.68,17.46,2.5566,39.9752,1239.7484,43.9903,43.7747,77.9274,0.47682
0.12459,1001.9955,58.556,16.0096,400.2701,723.3701,17.1118,8.536200000000001,2.4,2.93,4.025,150.0869,306.4087,8309.1625,72.8826,21.4348,176.0031,0.30974
0.16772,175.8407,31.6703,22.2654,76.306,1066.9269,5.5522,1.5495999999999999,35.805,40.205,35.2,1.9174,34.6065,1218.1721,77.4708,73.3858,107.43,0.46706000000000003
0.5239900000000001,310.3027,14.0697,2.3935,105.0933,867.8307,22.0547,0.4157,11.86,16.23,16.2,7.9849,70.6466,2044.9355,26.1099,5.4583,59.9396,0.53873
0.079673,211.007,30.4961,24.5072,89.7988,1301.9185,6.9191,9.895,35.72,42.7,33.92,2.2628,37.5959,1377.7348,74.5542,80.7106,149.3205,0.43641
0.07900599999999999,311.175,72.96,34.9047,86.7034,669.7322,4.265,3.0011,8.215,12.34,6.92,9.5104,76.902,1932.9025,123.5198,70.4292,177.5001,0.48485000000000006
0.16772,931.4603,77.3276,9.713799999999999,692.8675,1685.7783,12.0456,7.6952,6.025,6.73,13.065,103.4488,254.2701,9952.2564,121.1501,17.6756,224.2393,0.49057000000000006
0.5426500000000001,821.5216,43.6399,5.2388,597.0982,1912.5742,18.825,7.3635,12.25,14.02,19.06,43.8578,165.554,7455.5161,81.6428,12.0765,142.6773,0.5426500000000001
0.1187,241.5953,38.911,19.3798,82.5861,910.4166,6.2089,5.2687,17.475,24.88,16.065,4.2581,51.5655,1547.9169,79.5567,50.2909,133.7811,0.5174700000000001
0.29286,82.0758,5.5329,3.7981,8.3711,262.6409,14.8342,0.049678,17.34,22.96,0.965,0.43463,16.4776,278.5264,11.2905,9.8305,18.088,0.33963000000000004
0.39037000000000005,124.5934,24.835,83.6545,53.6461,1043.4019,5.0168,7.0405,40.16,55.5,13.68,1.2031,27.4133,909.5743,62.5191,286.4754,79.9696,0.5287200000000001
0.5899500000000001,708.2742,61.6071,17.3658,415.5916,1169.9243,11.4966,1.7288000000000001,5.895,7.235,10.855,63.3228,198.8729,6809.3461,95.9957,31.3707,199.1655,0.6168800000000001
0.09961099999999999,365.1756,38.2249,41.0462,228.2143,1024.0882,9.5534,3.3463,8.33,9.96,11.275,24.6485,124.1069,3990.3986,64.9392,83.206,152.1864,0.22404000000000002
0.0379,497.1948,46.4078,14.6067,117.6927,904.263,10.7136,0.5071800000000001,10.82,14.09,14.125,9.7914,78.2131,2275.2703,84.1681,32.3069,124.2675,0.29073000000000004
0.40967000000000003,250.5516,18.1338,1.7965,42.7871,395.7915,13.8168,1.3681,6.22,7.2,6.47,6.1992,62.2625,1225.2782,28.6376,3.3039,45.4009,0.58484
0.027676,359.8401,36.0315,25.112,199.8831,1128.7463,9.9868,3.8107,9.0,12.84,11.485,19.9917,111.7496,3543.9705,62.4084,52.235,138.5505,0.45228
0.26672,157.1131,51.3824,46.9738,155.0201,1726.2038,3.0577,2.7397,32.055,37.525,30.88,4.3524,52.1387,2131.5121,122.261,149.218,127.7909,0.6753
0.5426500000000001,63.3482,3.5335,9.255,0.9946900000000001,46.5479,17.9281,0.0040247,5.955,7.225,0.0,0.15064000000000002,9.7034,73.7608,5.5198,16.7752,5.5317,0.56184
0.084509,148.9734,15.7726,5.7678,42.9584,598.5204,9.4451,0.8059200000000001,15.71,20.55,12.305,2.4626,39.2232,973.6484,31.4012,14.4457,68.0885,0.32203000000000004
0.28049,272.0476,22.9321,5.9667,105.4719,905.526,11.8632,5.7614,12.99,19.68,13.885,7.3082,67.5582,2001.342,43.5357,14.0262,108.196,0.35471
0.070661,422.5947,41.6563,5.0712,160.2336,881.3982,10.1448,3.0492,8.54,12.34,12.04,16.9017,102.7864,3045.3161,71.2108,10.3657,123.4398,0.37937000000000004
0.30404000000000003,1214.7909,57.432,12.8284,815.07,1997.0004,21.1518,4.4758,7.26,8.52,33.04,101.0402,251.3706,10738.4095,94.2731,24.84,227.6233,0.44557
0.093772,44.1972,7.9751,3.4076,4.4705,235.4942,5.5419,0.28044,25.575,27.85,0.0,0.15734,9.9123,157.8216,17.9345,10.0398,26.9916,0.12507000000000001
0.4752,231.2171,39.1256,958.8848,227.0145,2199.563,5.9096,6.6857,47.48,51.56,48.85,4.3047,51.855,2573.011,102.7044,3472.1889,108.1673,0.5981200000000001
0.029456999999999997,579.377,60.3919,22.5466,399.0785,1137.4603,9.5936,1.6112000000000002,5.315,6.865,8.605,67.5007,205.3491,6784.0764,91.6968,39.3473,198.5312,0.40901000000000004
0.0731,579.1927,97.449,34.2855,566.6469,1615.1499,5.9435,25.381,5.52,8.56,14.12,92.8717,241.266,8804.682,149.3696,60.5931,349.8637,0.6152700000000001
0.35432,380.8952,24.2075,3.7267,63.3618,407.3582,15.7346,0.29988000000000004,3.935,5.335,4.47,14.5079,95.219,1843.137,34.0947,5.8835,42.7221,0.5878300000000001
0.053861,827.3342,130.3818,31.9463,501.2136,1414.1039,6.3455,12.729,5.32,7.54,12.46,85.2842,231.1992,8108.4015,198.0135,55.7688,387.0831,0.42473000000000005
0.057297,551.8571,24.8486,2.4896000000000003,140.6756,940.1037,22.2088,1.6441,11.3,14.24,13.98,11.2162,83.7683,2577.262,45.5587,5.5867,61.3645,0.093126
0.29431,120.6573,5.6103000000000005,0.29615,8.2597,109.4713,21.5063,0.047039,2.47,3.32,1.3900000000000001,3.0172,43.4809,450.6058,7.0333,0.40033,9.6106,0.29431
0.046341,148.3096,21.1905,166.0562,66.3073,951.4231,6.9989,1.3825,29.63,34.08,28.025,2.0142,35.4699,1149.8904,49.4395,513.8451,76.3731,0.32523
0.6637200000000001,194.2183,73.7265,20.2524,76.4644,563.2758,2.6343,28.4341,6.825,10.12,9.18,10.0863,79.3015,1844.9031,119.1652,38.416,240.0798,0.6637200000000001
0.057297,177.7721,13.3853,11.8077,42.4275,520.9899,13.2811,0.6720900000000001,11.74,14.595,9.46,3.2613,45.1325,1038.886,24.7768,26.8362,54.8801,0.20602
0.057366999999999994,39.192,1.314,0.13823000000000002,0.7313000000000001,52.2522,29.826,0.0028339,7.46,10.265,0.0,0.088294,7.4271,55.2839,2.1716,0.27008000000000004,3.7902,0.057366999999999994
0.058622999999999995,266.1847,13.906,3.2468,72.2139,678.2575,19.1417,0.63053,10.845,12.255,11.47,5.9925,61.188,1576.211,25.2354,7.1867,46.9459,0.2106
0.053156999999999996,354.7941,15.329,23.432,69.9402,403.4311,23.1452,0.61546,5.55,6.565,7.24,11.3723,84.3032,1823.5292,23.5282,41.4866,36.567,0.075794
0.084641,272.0476,22.9321,5.9667,105.4719,905.526,11.8632,5.7614,12.99,19.68,13.885,7.3082,67.5582,2001.342,43.5357,14.0262,108.196,0.1427
0.020184999999999998,118.778,8.9256,1.1708,9.484,185.6392,13.3075,0.14049,6.45,9.645,2.59,1.3259,28.784,392.1996,14.2243,2.1793,22.1937,0.042536
0.28049,105.7136,8.004,13.2382,5.6287,133.9479,13.2076,0.052153,12.895,13.425,0.015,0.39287000000000005,15.6669,222.6825,15.1674,31.0435,27.2198,0.28049
0.043328,303.1962,17.5531,19.4286,41.9765,268.144,17.2731,0.26761,3.73,4.46,5.195,10.1258,79.5646,1370.6738,24.3939,30.1309,40.2299,0.13899
0.084509,63.807900000000004,4.3147,21.5231,3.9692,143.8753,14.7885,0.017331,10.735,14.615,0.02,0.33312,14.427,179.5409,7.8100000000000005,47.4794,10.5165,0.14724
0.34876,211.007,30.4961,24.5072,89.7988,1301.9185,6.9191,9.895,35.72,42.7,33.92,2.2628,37.5959,1377.7348,74.5542,80.7106,149.3205,0.34876
0.0,54.4691,6.4567,17.4202,7.9267,258.2773,8.436,0.8155600000000001,15.88,18.795,0.07,0.44927000000000006,16.7508,273.1976,12.8891,43.7862,31.735500000000002,0.081202
0.38841000000000003,124.7189,10.4482,11.5872,5.5471,107.1167,11.9369,0.040763,10.625,11.93,0.265,0.46983,17.1334,231.1693,18.8636,25.4735,31.3395,0.62068
0.17071,168.9785,8.2757,1.8064,31.8089,482.4147,20.4187,0.55635,10.72,15.725,6.43,2.6711,40.8508,854.8679,14.9745,3.9829,24.8349,0.18265
0.45554000000000006,42.5204,6.6651,2.207,4.7796,249.2182,6.3796,0.13531,28.165,32.045,0.0,0.15272000000000002,9.767,161.9939,15.3543,6.715,38.1077,0.46735000000000004
0.16772,185.833,10.7791,0.8633200000000001,17.5985,318.4518,17.2401,0.73831,10.87,14.38,6.285,1.4588,30.1851,546.7687,19.5722,1.9123999999999999,22.773600000000002,0.23238000000000003
0.060293,94.5224,21.4311,11.8453,28.5678,807.6622,4.4105,2.6977,49.46,56.85,41.465,0.5199600000000001,18.0208,538.0076,56.8339,43.4808,77.1491,0.28446000000000005
0.084509,341.649,48.1035,313.0749,93.5737,620.4325,7.1024,6.5511,10.235,12.645,8.5,8.2345,71.7294,1943.5217,86.0397,679.7422,94.4453,0.31
0.25747000000000003,548.5002,36.3258,10.8349,209.493,1000.344,15.0995,3.2505,6.375,10.62,9.665,29.6051,135.9915,4004.128,57.7212,20.0902,95.6001,0.378
0.10266000000000002,252.6758,40.3659,194.3388,105.8837,863.0721,6.2596,3.8373,13.915,16.695,18.11,6.8498,65.4124,1973.4737,77.9625,467.4344,118.856,0.29399000000000003
0.379,315.1351,37.2064,85.0529,109.422,578.2471,8.4699,1.1802,5.755,6.695,8.91,17.1575,103.5337,2527.2321,57.6274,152.4185,99.5957,0.379
0.37651,96.2036,9.5602,54.5316,15.2105,365.8582,10.0629,1.2784,19.69,23.72,4.47,0.69533,20.8439,422.2708,20.1385,147.2529,36.2982,0.40224000000000004
0.38199000000000005,353.8732,11.2682,30.1922,45.2103,296.8857,31.4047,0.052208,3.555,4.76,5.785,11.4516,84.6257,1467.8215,15.4726,46.0796,26.1856,0.5449200000000001
0.43885,124.5934,24.835,83.6545,53.6461,1043.4019,5.0168,7.0405,40.16,55.5,13.68,1.2031,27.4133,909.5743,62.5191,286.4754,79.9696,0.6672600000000001
0.19603,372.1522,44.6193,21.3478,163.0513,995.3498,8.3406,4.5212,7.94,14.075,11.845,18.4841,107.4342,3137.7924,74.8993,42.5886,106.3143,0.45552000000000004
0.60868,104.0368,8.9235,4.0458,25.3788,574.7105,11.6588,0.44431000000000004,20.09,28.14,12.54,1.1376,26.6614,617.0406,18.892,10.9985,44.281,0.6254000000000001
0.055968,188.2336,14.789,13.0142,42.2671,619.6671,12.7279,0.5098600000000001,18.525,23.655,12.62,2.0536,35.8168,922.5915,30.6817,34.4353,62.9695,0.13188
0.12801,284.4822,27.4168,88.1088,82.617,712.5707,10.3762,2.6804,13.055,15.275,14.175,5.6975999999999996,59.6474,1664.4691,52.1148,207.465,112.6977,0.38259000000000004
0.0,144.4176,24.1202,132.1531,57.8159,966.6166,5.9874,5.5304,35.69,44.42,20.59,1.4586999999999999,30.1865,990.8134,58.9546,435.1037,101.9212,0.36094000000000004
0.17832,263.8204,44.2647,19.697,80.7711,765.9119,5.9601,3.3113,12.565,19.325,13.83,5.7911,60.1508,1653.6484,83.3391,45.7918,155.2392,0.47464000000000006
0.079873,424.0117,21.9599,2.699,123.9367,824.8063,19.3084,1.8877000000000002,9.96,13.63,12.58,11.2056,83.6929,2416.3635,39.0117,5.807,61.7839,0.14992000000000003
0.059320000000000005,165.9376,29.0932,157.4878,47.5194,559.7762,5.7036999999999995,2.4471,14.055,16.45,12.09,3.0482,43.6371,1080.6866,56.3311,380.0644,83.4395,0.13235000000000002
0.27421,234.1868,13.6293,1.1699,19.355,226.7207,17.1826,0.12588000000000002,3.685,6.52,3.715,4.7277000000000005,54.3745,769.6819,18.8835,1.807,32.2032,0.43897
0.37192000000000003,82.0758,5.5329,3.7981,8.3711,262.6409,14.8342,0.049678,17.34,22.96,0.965,0.43463,16.4776,278.5264,11.2905,9.8305,18.088,0.37192000000000003
0.20671,844.0205,37.8212,14.9681,634.5981,1559.3558,22.3161,5.0191,6.085,7.05,12.76,93.8767,242.1992,9297.9932,59.4019,27.3267,154.1762,0.45325000000000004
0.046770000000000006,98.4404,3.1427,0.36936,2.2986,85.5943,31.323,0.0045347,3.675,6.335,0.06,0.5632400000000001,18.7647,155.8262,4.3513,0.5700000000000001,7.8149,0.046770000000000006
0.035712,75.5647,2.1215,0.8277800000000001,1.9161000000000001,38.3894,35.6178,0.0046194,1.4,1.88,0.685,1.2315,27.7757,173.2055,2.3077,0.9260200000000001,3.301,0.040151
0.45224000000000003,181.7794,38.7752,155.0166,111.8575,1099.3918,4.688,15.5459,27.405,31.595,18.05,3.674,47.9042,1735.7003,88.7179,467.3634,148.8238,0.6559900000000001
0.054494,365.0555,29.9898,5.1309000000000005,73.6928,446.3387,12.1726,0.179,2.385,5.635,4.315,27.8121,131.9146,2339.8254,37.2689,6.8553,104.0033,0.30198
0.20508,612.8342,39.1701,17.0289,188.5709,696.646,15.6454,2.5647,4.6,6.18,7.32,36.8852,151.8466,4013.1595,57.3647,28.3208,130.936,0.49860000000000004
0.05365,181.7794,38.7752,155.0166,111.8575,1099.3918,4.688,15.5459,27.405,31.595,18.05,3.674,47.9042,1735.7003,88.7179,467.3634,148.8238,0.47994000000000003
0.50709,359.8401,36.0315,25.112,199.8831,1128.7463,9.9868,3.8107,9.0,12.84,11.485,19.9917,111.7496,3543.9705,62.4084,52.235,138.5505,0.50709
0.14553000000000002,320.6725,43.5419,9.2949,202.365,1330.1873,7.3647,14.3853,15.525,16.74,17.89,11.732,85.5778,3119.3018,86.4302,23.1877,208.5584,0.56152
0.59028,162.0538,57.1276,280.5956,137.2602,1409.945,2.8367,14.6549,27.67,31.205,31.255,4.4644,52.7945,2017.8444,131.0233,848.6929,142.6946,0.64297
0.054494,424.0117,21.9599,2.699,123.9367,824.8063,19.3084,1.8877000000000002,9.96,13.63,12.58,11.2056,83.6929,2416.3635,39.0117,5.807,61.7839,0.066637
0.047341,107.6304,11.6113,2.4903,24.5828,509.9031,9.2694,1.3820999999999999,16.64,21.67,7.31,1.3298,28.8271,631.3599,23.4515,6.3576,54.2522,0.24495000000000003
0.15808000000000003,41.9322,4.0717,4.4637,2.63,142.1334,10.2984,0.036500000000000005,12.97,19.36,0.0,0.18253000000000003,10.6779,125.6611,7.727,10.4875,11.6263,0.30734
0.15411000000000002,617.6512,30.7647,3.5287,213.8482,777.668,20.0766,0.8950100000000001,3.42,6.36,12.165,56.3331,187.7042,4755.8065,41.8368,5.3165,87.0651,0.27017
0.30404000000000003,208.3991,37.6447,54.5086,87.8574,919.8315,5.536,3.5156,19.505,21.48,23.015,4.0541,50.3185,1576.3951,79.1116,146.7282,100.5531,0.65022
0.17022,262.3112,47.9808,20.7331,115.1623,901.2497,5.467,1.9948000000000001,11.895,16.97,9.745,8.7169,73.7923,2186.2432,89.1063,47.3281,146.9499,0.5362300000000001
0.29305000000000003,458.8922,37.4719,4.4594000000000005,113.6702,810.2388,12.2463,2.3651,11.56,13.68,12.85,8.8458,74.3576,2180.0505,69.0948,10.0832,97.5066,0.40885000000000005
0.25747000000000003,170.7852,22.2217,226.0736,36.7196,640.6003,7.6855,3.2928,26.815,32.79,10.545,1.2328000000000001,27.7494,756.955,50.5674,676.6683,69.4994,0.34257000000000004
0.57418,475.1093,39.6576,25.1324,135.5047,838.7523,11.9803,1.845,6.715,10.875,8.84,18.1663,106.543,2849.7743,63.8392,47.4151,177.9486,0.57418
0.39990000000000003,312.4547,26.8463,6.5888,101.1219,809.4141,11.6386,1.4669,12.22,15.71,13.99,7.4459,68.2162,1969.5502,50.1941,15.1762,107.1412,0.49059
0.11797,159.2317,12.5802,1.2854,10.5453,142.888,12.6573,0.6872600000000001,2.83,3.79,1.12,3.3563,45.8063,521.5315,16.3168,1.8182,31.9729,0.21309000000000003
