DI_DC_1st,PGA,PGV,PGD,I_A,CAV,\dfracPGAPGV,I_AS,SMD_TB,SMD_ROG,SMD_Bolt,P_90,a_rms,I_c,I_FVF,I_RG,SI_H,DI_DC
0.10963,234.1868,14.3835,4.0391,18.4211,169.0016,16.2816,0.20372,3.295,3.705,3.69,5.0339,56.0884,762.4948,19.3789,6.0104,31.1951,0.10963
0.36971000000000004,202.4628,7.3326,0.74275,62.5221,650.5378,27.6112,0.46167,11.47,14.58,10.96,4.9118,55.4086,1396.8426,13.4943,1.6751,23.4169,0.39585000000000004
0.12543,91.312,24.8051,151.3338,29.357,624.8389,3.6812,1.0404,29.745,33.755,28.21,0.8884000000000001,23.5566,623.5573,57.9288,468.8931,81.0796,0.25082000000000004
0.43885,94.1207,39.3336,387.9474,67.2144,1152.2636,2.3929,8.3023,42.89,45.23,34.02,1.4102000000000001,29.6748,1058.6665,100.6591,1357.9741,93.5425,0.6460100000000001
0.31924,204.3906,11.9069,1.3888,22.9847,374.4597,17.1657,0.48181,11.51,16.8,3.015,1.7999,33.5288,658.6656,21.9314,3.1358,28.911,0.40637
0.35366000000000003,372.1522,54.547,150.2876,155.049,762.7855,6.8225999999999996,3.0111,5.905,8.355,11.345,23.6386,121.535,3255.8339,85.0307,271.6416,105.9522,0.6474300000000001
0.14553000000000002,434.0241,23.5457,5.4475,259.8945,1205.1312,18.4332,1.1703000000000001,9.56,10.61,14.35,24.5113,123.7574,4256.8235,41.4025,11.5616,85.7564,0.18302000000000002
0.38169000000000003,305.4747,4.0484,0.19688000000000003,14.358,148.7279,75.4563,0.016665,1.815,3.455,1.635,7.121,66.7794,735.1943,4.6989,0.24015000000000003,4.0422,0.44276000000000004
0.084509,914.2972,92.7711,176.083,663.9362,1472.7062,9.8554,8.7113,7.51,8.55,10.075,79.6907,223.1503,9135.1577,153.5757,344.8239,225.5243,0.48412000000000005
0.0731,1018.9912,43.9106,35.1276,226.9676,845.3894,23.206,2.9982,5.86,10.22,14.58,34.9315,147.9132,4354.7096,68.3194,63.3306,136.4974,0.30722000000000005
0.40196000000000004,365.1756,41.4599,8.1406,240.2322,1293.0013,8.8079,5.1049,9.89,13.32,16.28,21.8574,116.864,3973.0059,73.5237,17.4739,151.2443,0.4914
0.66773,231.2171,27.088,47.4867,215.6659,1969.1954,8.5358,5.7054,44.74,47.84,48.06,4.3502,52.1279,2517.4095,70.057,168.5793,107.0513,0.67496
0.047411999999999996,43.0491,5.9272,2.038,4.2737,228.8636,7.263,0.13705,20.63,28.34,0.0,0.1867,10.8006,161.2199,12.632,5.5895,20.9718,0.065403
0.08497,524.2739,73.0079,11.3779,224.763,789.0636,7.1811,10.2225,4.945,6.485,8.73,40.9505,159.9752,4499.4768,108.8707,19.3843,198.0166,0.44704000000000005
0.26409000000000005,133.0512,50.2643,349.5905,99.1321,1218.4499,2.6470000000000002,5.0447,29.41,34.675,28.61,3.0338,43.528,1557.3997,117.0533,1079.0906,101.3888,0.4389
0.38199000000000005,343.0551,53.8856,1314.1946,311.2935,2495.0127,6.3664,10.6371,43.6,51.0,58.58,6.427,63.3618,3330.3099,138.4663,4625.4625,155.0804,0.43721000000000004
0.6910000000000001,358.421,11.3788,1.17,120.3817,821.7814,31.499,0.7866200000000001,9.48,11.76,12.95,11.4337,84.5469,2393.5943,19.9664,2.4763,32.9918,0.6910000000000001
0.37651,188.2336,14.789,13.0142,42.2671,619.6671,12.7279,0.5098600000000001,18.525,23.655,12.62,2.0536,35.8168,922.5915,30.6817,34.4353,62.9695,0.40288
0.16772,185.3422,15.3486,1.3748,33.7477,365.5041,12.0755,0.5745600000000001,7.08,9.3,5.395,4.3016,51.8455,993.3071,25.0368,2.6398,44.4919,0.22181
0.32091000000000003,825.2065,40.0044,8.1307,354.2759,882.4016,20.6279,3.243,2.795,4.725,9.345,114.0901,267.1591,7300.3878,51.7253,11.4531,130.5669,0.41381
0.09961099999999999,303.1962,15.0273,2.1149,44.1386,377.7006,20.1763,0.50227,4.37,7.745,5.25,9.0996,75.409,1368.913,21.7271,3.4577,41.4381,0.09961099999999999
0.060501,61.927,4.2934,5.7620000000000005,3.4879,132.3747,14.4236,0.057829,8.445,10.66,0.07,0.37183000000000005,15.2431,172.9451,7.3191,11.7339,11.541,0.060501
0.08681000000000001,306.183,39.3659,7.0217,87.1726,692.8425,7.7779,2.2311,10.655,13.35,11.04,7.3663,67.8173,1823.0039,71.1228,15.4511,109.1651,0.30178000000000005
0.43496,327.325,14.4965,1.0384,41.0449,382.5762,22.5796,0.52495,6.8100000000000005,8.74,7.76,5.4358,58.3077,1161.8827,23.418,1.9682,30.0251,0.43496
0.32634,104.0368,10.473,43.4292,24.1099,467.9321,9.9338,0.25996,17.19,20.27,12.54,1.2627,28.089,617.2245,21.325,112.0832,44.3179,0.32634
0.27421,747.9984,92.832,114.4997,453.2876,900.2033,8.0575,11.3314,3.35,3.59,5.185,121.7631,275.9608,8390.6095,125.5912,171.3244,251.8145,0.5971700000000001
0.41497000000000006,372.1522,54.547,150.2876,155.049,762.7855,6.8225999999999996,3.0111,5.905,8.355,11.345,23.6386,121.535,3255.8339,85.0307,271.6416,105.9522,0.57306
0.2807,291.9309,129.2004,422.4206,104.9564,568.6103,2.2595,5.5120000000000005,5.95,6.825,7.455,15.9349,99.7246,2429.1925,201.787,765.451,238.7758,0.5934900000000001
0.23386,548.1199,37.1417,5.704,86.8823,396.0306,14.7575,3.0015,1.955,4.33,4.62,40.0706,158.1686,2781.3386,43.9186,7.1322,93.6438,0.23386
0.34571,234.1868,14.3835,4.0391,18.4211,169.0016,16.2816,0.20372,3.295,3.705,3.69,5.0339,56.0884,762.4948,19.3789,6.0104,31.1951,0.34571
0.16707000000000002,54.4691,6.4567,17.4202,7.9267,258.2773,8.436,0.8155600000000001,15.88,18.795,0.07,0.44927000000000006,16.7508,273.1976,12.8891,43.7862,31.735500000000002,0.17373000000000002
0.61589,464.0917,56.2591,92.3287,132.6148,709.3318,8.2492,1.6254,8.585,11.465,13.725,13.9019,93.1995,2636.2722,96.3003,189.053,105.5536,0.61589
0.63285,115.848,11.4316,28.2155,33.8028,667.6847,10.134,3.2305,25.37,36.215,9.395,1.1999,27.3765,721.4848,25.6559,82.9075,41.5306,0.67754
0.39478,174.0225,7.8476,0.62216,30.2613,468.0635,22.1753,0.51037,14.16,19.47,9.05,1.924,34.6703,768.1888,15.223,1.5051999999999999,18.636,0.56949
0.07767099999999999,471.9617,38.5467,5.6521,176.5783,739.6713,12.2439,1.0441,5.465,9.14,12.89,29.1908,135.0141,3667.4448,58.9366,9.9558,102.6906,0.38265000000000005
0.08332099999999999,837.7561,99.0502,38.5572,1182.176,3119.2837,8.4579,15.3078,16.54,19.78,26.8,64.4134,200.6897,11562.6002,199.751,98.2391,327.3705,0.41529000000000005
0.027676,282.9775,26.4115,10.418,116.278,945.2325,10.7142,9.1246,11.69,17.87,12.09,8.9519,74.7999,2211.8657,48.8367,23.6442,89.0574,0.26315
0.12998,208.1706,17.4023,2.4151,20.7773,299.6372,11.9622,0.6821900000000001,8.64,12.88,6.08,2.1833,36.9438,660.0388,29.8356,4.9557,45.3227,0.12998
0.33375000000000005,127.4862,42.599,379.858,113.3856,1378.631,2.9927,10.9533,33.19,37.485,34.055,3.0756,43.8272,1671.5486,102.2472,1220.7413,143.069,0.6821400000000001
0.17475000000000002,82.0758,5.5329,3.7981,8.3711,262.6409,14.8342,0.049678,17.34,22.96,0.965,0.43463,16.4776,278.5264,11.2905,9.8305,18.088,0.20498000000000002
0.43885,699.828,52.9126,12.7349,288.8806,934.4503,13.2261,5.3215,4.08,6.015,8.705,63.7361,199.6309,5697.3361,75.2011,20.3493,159.696,0.52895
0.34595000000000004,264.01,15.8252,1.3691,90.2769,692.6322,16.6829,1.564,9.635,14.055,10.455,8.4334,72.5913,1919.7837,27.8813,2.9132,36.9704,0.36946
0.0,272.0476,22.9321,5.9667,105.4719,905.526,11.8632,5.7614,12.99,19.68,13.885,7.3082,67.5582,2001.342,43.5357,14.0262,108.196,0.15456
0.32634,45.2371,6.6336,2.4632,5.3332,247.229,6.8194,0.24657,19.24,28.37,0.0,0.2499,12.4941,193.714,13.8932,6.6005,30.1378,0.32634
0.17136,264.8058,24.811,9.3588,117.9107,1186.2693,10.6729,1.5159,20.57,26.9,38.29,5.1601,56.7792,1940.4436,52.8389,25.6428,95.8639,0.46726000000000006
0.17389000000000002,63.807900000000004,3.2025,0.91851,4.1775,174.4983,19.924500000000002,0.018682,14.415,19.295,0.02,0.26087000000000005,12.7659,173.1751,6.2401,2.2354,10.4121,0.19302000000000002
0.29431,422.5947,41.6563,5.0712,160.2336,881.3982,10.1448,3.0492,8.54,12.34,12.04,16.9017,102.7864,3045.3161,71.2108,10.3657,123.4398,0.29634000000000005
0.061610000000000005,111.7236,8.3787,0.81576,11.1969,249.4096,13.3343,0.057148,5.86,14.72,2.465,1.7203,32.7917,454.5629,13.0361,1.4707,21.6036,0.067732
0.60977,351.5317,27.5104,3.0615,200.4667,1184.1042,12.7781,2.5308,10.64,13.4,14.8,16.9617,103.0095,3410.254,49.6858,6.7335,95.3827,0.6253700000000001
0.30404000000000003,221.7271,29.7321,7.5809,93.7823,796.292,7.4575,5.3779,12.685,16.705,10.205,6.6556,64.4656,1843.4749,56.111,17.6801,98.22,0.45063000000000003
0.031674,218.8099,29.837,5.4472000000000005,114.3186,1122.1735,7.3335,2.9503,26.305,29.105,28.81,3.9154,49.4541,1783.7015,67.5717,16.2,118.9485,0.22338000000000002
0.064096,142.5305,8.5165,2.0371,28.0308,465.6516,16.7357,0.51698,11.975,16.125,8.285,2.1071,36.2833,756.308,15.8428,4.6607,31.584,0.06505899999999999
0.08681000000000001,362.9042,77.139,375.7903,211.0316,1069.7177,4.7045,14.8888,12.955,16.475,20.59,14.6634,95.7119,3370.294,146.3469,882.5881,248.0487,0.46787000000000006
0.11465000000000002,203.6193,36.8928,59.3629,124.5514,1206.5946,5.5192,6.72,28.83,35.04,30.065,3.8881,49.2747,1857.2004,85.4874,182.0247,180.2192,0.6280100000000001
0.051815,424.0117,21.9599,2.699,123.9367,824.8063,19.3084,1.8877000000000002,9.96,13.63,12.58,11.2056,83.6929,2416.3635,39.0117,5.807,61.7839,0.095062
0.33375000000000005,866.417,41.7668,14.8443,284.5581,1204.7243,20.7442,5.9338,8.76,12.38,13.56,29.1683,135.1124,4648.307,71.855,30.6005,165.2546,0.5624
0.084641,160.4004,8.9872,39.6157,19.3278,259.2968,17.8476,0.20969000000000002,6.82,8.79,6.235,2.5513,39.9311,658.9597,14.5235,75.1269,21.8878,0.084641
0.049193,120.6573,5.6103000000000005,0.29615,8.2597,109.4713,21.5063,0.047039,2.47,3.32,1.3900000000000001,3.0172,43.4809,450.6058,7.0333,0.40033,9.6106,0.049193
0.10266000000000002,265.7918,23.9284,86.2255,81.0591,529.1519,11.1078,0.9453100000000001,6.575,7.625,7.67,11.1093,83.3262,1950.3857,38.3167,161.5354,50.211,0.10323
0.47781,168.9785,8.2757,1.8064,31.8089,482.4147,20.4187,0.55635,10.72,15.725,6.43,2.6711,40.8508,854.8679,14.9745,3.9829,24.8349,0.47781
0.12543,266.0859,24.1983,3.6497,87.8537,616.9359,10.9961,0.31351,8.71,9.73,11.3,9.0803,75.3481,1930.2674,41.5708,7.5092,69.6832,0.21011000000000002
0.029456999999999997,620.4955,17.7623,3.1831,100.567,717.9525,34.9333,1.1038000000000001,7.53,10.72,12.28,12.0463,86.7891,2218.6841,29.4237,6.2389,72.9047,0.11956000000000001
0.10832000000000001,265.7118,11.0061,3.0677,49.588,367.1835,24.1423,0.43499000000000004,5.085,7.22,5.305,8.8237,74.2452,1442.6074,16.5274,5.2752,31.5195,0.10832000000000001
0.37928,311.175,72.96,34.9047,86.7034,669.7322,4.265,3.0011,8.215,12.34,6.92,9.5104,76.902,1932.9025,123.5198,70.4292,177.5001,0.6459600000000001
0.28587,148.3096,20.9337,85.1497,62.9996,866.6061,7.0847,1.2598,26.215,29.79,28.025,2.163,36.7543,1140.8744,47.3679,252.9491,76.5136,0.30869
0.0,40.0967,4.7927,1.6067,3.1057,145.5995,8.3662,0.064548,13.255,16.13,0.0,0.21092000000000002,11.4793,141.5998,9.1448,3.8023,24.2921,0.029160000000000002
0.098398,396.2905,51.0219,36.3397,103.8416,464.1975,7.7671,7.0557,4.515,6.34,5.065,20.7812,113.9641,2585.1201,74.3739,60.0621,203.1171,0.49126000000000003
0.17432,174.0225,7.8476,0.62216,30.2613,468.0635,22.1753,0.51037,14.16,19.47,9.05,1.924,34.6703,768.1888,15.223,1.5051999999999999,18.636,0.18249
0.055968,124.7849,48.0434,216.9119,78.5599,1038.6443,2.5973,8.033,32.07,33.315,34.675,2.204,37.1012,1279.7673,114.3294,689.1543,113.9884,0.7408800000000001
0.049477,218.8099,29.837,5.4472000000000005,114.3186,1122.1735,7.3335,2.9503,26.305,29.105,28.81,3.9154,49.4541,1783.7015,67.5717,16.2,118.9485,0.21114000000000002
0.047341,382.3488,22.0966,2.2836,94.8179,583.7098,17.3035,2.4303,4.73,7.37,7.6850000000000005,18.0581,106.2445,2381.718,32.5868,3.8333,71.1447,0.18823
0.043328,1018.9912,43.9106,35.1276,226.9676,845.3894,23.206,2.9982,5.86,10.22,14.58,34.9315,147.9132,4354.7096,68.3194,63.3306,136.4974,0.16805
0.1353,144.1485,9.975999999999999,1.1613,27.6518,374.4818,14.4495,1.6184,9.15,11.38,9.03,2.719,41.2132,800.3239,17.3505,2.4289,27.3641,0.29509
0.19603,612.8342,39.1701,17.0289,188.5709,696.646,15.6454,2.5647,4.6,6.18,7.32,36.8852,151.8466,4013.1595,57.3647,28.3208,130.936,0.44683000000000006
0.11797,422.1178,23.7442,7.6423,133.0139,907.8654,17.7777,1.1909,10.91,13.41,14.205,10.9729,82.7994,2488.5871,43.1533,16.9499,69.0218,0.48508000000000007
0.29715,156.1042,8.0896,11.2124,9.7079,172.939,19.2969,0.24706000000000003,8.08,11.36,0.61,1.0821,26.0043,376.9408,13.6389,22.4992,19.4419,0.29715
0.52263,124.7189,10.4482,11.5872,5.5471,107.1167,11.9369,0.040763,10.625,11.93,0.265,0.46983,17.1334,231.1693,18.8636,25.4735,31.3395,0.56506
0.25298000000000004,43.342,3.0992,6.8883,3.1765,127.6072,13.9847,0.047611,7.54,9.99,0.0,0.37919,15.3939,165.847,5.1357,13.5073,8.2768,0.34776
0.56472,115.1178,9.2266,42.3186,18.4713,469.9424,12.4768,0.5171600000000001,28.185,32.505,3.01,0.59003,19.1973,446.5505,21.2591,128.7867,24.8521,0.56472
0.062716,303.1962,15.0273,2.1149,44.1386,377.7006,20.1763,0.50227,4.37,7.745,5.25,9.0996,75.409,1368.913,21.7271,3.4577,41.4381,0.12705000000000002
0.059876,548.5002,36.3258,10.8349,209.493,1000.344,15.0995,3.2505,6.375,10.62,9.665,29.6051,135.9915,4004.128,57.7212,20.0902,95.6001,0.29944000000000004
0.39990000000000003,248.2343,49.5516,589.4754,95.5524,1108.3231,5.0096,10.5331,32.61,37.085,31.955,2.6372999999999998,40.5863,1476.5365,118.4119,1883.2847,103.7145,0.6043900000000001
0.10963,106.6323,7.702,1.6276000000000002,11.3337,281.7345,13.8448,0.06725199999999999,13.985,16.81,2.73,0.7291500000000001,21.3423,368.7165,14.8942,3.9213,23.3567,0.10963
0.077938,229.0089,61.3376,841.8785,92.933,901.9263,3.7336,1.7915,33.985,34.53,35.005,2.4646,39.235,1432.6959,148.0979,2726.9585,99.0686,0.2146
0.29431,153.8044,38.0404,36.2603,129.2,1638.6427,4.0432,0.87441,36.85,41.81,37.075,3.1556,44.3947,1795.6245,93.7249,120.6639,104.4718,0.52691
0.03366,138.9384,24.658,8.5552,43.468,841.5484,5.6346,2.8905000000000003,34.24,40.78,12.73,1.1424,26.714,807.9316,59.6473,27.7805,89.9365,0.37687000000000004
0.057366999999999994,134.7554,11.0978,2.6857,25.1133,408.2631,12.1426,0.29523000000000005,11.35,16.285,5.725,1.9919,35.278,705.9176,20.3697,6.0356,36.4792,0.11858
0.16603,358.421,11.3788,1.17,120.3817,821.7814,31.499,0.7866200000000001,9.48,11.76,12.95,11.4337,84.5469,2393.5943,19.9664,2.4763,32.9918,0.33017
0.12543,211.007,30.4961,24.5072,89.7988,1301.9185,6.9191,9.895,35.72,42.7,33.92,2.2628,37.5959,1377.7348,74.5542,80.7106,149.3205,0.59897
0.17022,345.9185,75.6005,57.1066,175.1686,998.7837,4.5756,2.3741,6.98,11.45,13.135,22.5886,118.6634,3415.0943,122.882,109.1369,147.0348,0.52875
0.060501,827.3342,130.3818,31.9463,501.2136,1414.1039,6.3455,12.729,5.32,7.54,12.46,85.2842,231.1992,8108.4015,198.0135,55.7688,387.0831,0.6253500000000001
0.44463,148.9734,15.7726,5.7678,42.9584,598.5204,9.4451,0.8059200000000001,15.71,20.55,12.305,2.4626,39.2232,973.6484,31.4012,14.4457,68.0885,0.47776
0.25903000000000004,273.6834,17.0255,35.93,50.2274,363.5081,16.0749,0.45639,5.755,7.35,7.42,7.8803,70.1818,1410.4558,26.37,64.3882,36.6546,0.25903000000000004
0.48206000000000004,88.0128,15.4347,2.7161,23.8472,548.324,5.7023,3.215,21.2,28.2,6.15,1.0123,25.1485,580.6795,33.1194,7.5172,61.1956,0.5080800000000001
0.054071999999999995,226.9786,20.3759,34.5322,89.0089,688.3692,11.1396,1.4072,10.2,12.06,11.38,7.8792,70.2169,1879.1539,36.4138,74.8901,86.4244,0.32362
0.13371000000000002,42.7382,4.4403,1.3997,4.584,270.8964,9.625,0.22629000000000002,34.91,42.49,0.0,0.11831000000000001,8.5969,148.9312,10.7932,4.5747,25.0134,0.23265000000000002
0.17022,32.9105,2.3589,4.1315,1.9034,132.5638,13.9516,0.024853999999999998,14.34,22.475,0.0,0.11947,8.6394,96.1613,4.5904,10.0375,8.0078,0.40783
0.079873,209.7984,10.7911,2.3487999999999998,53.8054,633.2351,19.4418,0.16982000000000003,12.26,15.99,10.57,3.952,49.6996,1226.8012,20.1924,5.416,36.9,0.14633000000000002
0.21566000000000002,217.4557,25.1093,5.8644,75.4648,817.4128,8.6604,1.9791,13.62,18.56,13.66,5.0035,55.9402,1544.0975,48.2369,14.0049,97.814,0.38205000000000006
0.041670000000000006,463.032,19.7604,2.2346,195.1839,983.738,23.4323,1.7615,6.615,11.265,9.57,26.5967,128.9228,3764.9529,31.6905,4.1948,44.4422,0.08785799999999999
0.5846800000000001,212.8258,45.5274,28.5128,107.3294,943.6235,4.6747,8.7805,13.705,19.74,12.79,7.0486,66.3518,2000.8688,87.5978,68.2337,200.2236,0.6287900000000001
0.041814,312.4547,26.8463,6.5888,101.1219,809.4141,11.6386,1.4669,12.22,15.71,13.99,7.4459,68.2162,1969.5502,50.1941,15.1762,107.1412,0.42538000000000004
0.29431,690.854,79.9347,12.6046,248.5313,720.4734,8.6427,8.4872,4.285,5.86,7.895,52.2298,180.3362,5013.0227,115.0067,20.4729,222.6599,0.29431
0.33375000000000005,947.5749,88.035,71.6513,473.299,836.4957,10.7636,4.4911,3.26,3.5300000000000002,5.45,130.6941,285.9131,8728.9092,118.2931,106.2421,171.4525,0.43847
0.27421,433.2306,24.0622,3.5648,126.4505,553.7122,18.0046,0.7218300000000001,3.2800000000000002,3.9050000000000002,4.765,34.7885,147.4932,3244.1062,32.3821,5.2965,49.9159,0.4672
0.12849000000000002,518.6263,48.9252,48.8509,169.4188,966.4078,10.6004,2.3405,8.295,10.395,9.94,18.3856,107.1819,3195.8794,83.0304,98.8883,168.0752,0.49872000000000005
0.0,63.3482,2.7992,3.6205,1.0451,56.2304,22.6312,0.0044542,7.17,9.605,0.0,0.13119,9.0547,72.958,4.5804,6.9813,4.472,0.0
0.47099,947.5749,88.035,71.6513,473.299,836.4957,10.7636,4.4911,3.26,3.5300000000000002,5.45,130.6941,285.9131,8728.9092,118.2931,106.2421,171.4525,0.51725
0.48946000000000006,320.6725,44.3387,165.7083,192.269,1149.4475,7.2323,14.4797,14.76,15.57,16.175,11.7232,85.5242,3038.6199,86.907,406.4805,207.8336,0.56033
0.27259,250.8092,21.3024,6.8374,117.8286,1006.1414,11.7738,3.1927,13.18,17.42,14.38,8.0658,71.0266,2173.1465,40.5889,16.1508,104.3094,0.41392
0.12404000000000001,208.3991,37.6447,54.5086,87.8574,919.8315,5.536,3.5156,19.505,21.48,23.015,4.0541,50.3185,1576.3951,79.1116,146.7282,100.5531,0.35442
0.17832,688.3754,66.3145,27.8226,528.394,1420.9888,10.3805,0.87585,6.3822,8.0058,10.329,74.513,215.7656,8006.7936,105.4026,51.6085,215.4589,0.68013
0.13495000000000001,111.2798,9.6714,1.857,19.9554,474.0176,11.506,0.95657,17.76,27.01,9.09,1.0115,25.1412,531.2526,19.8542,4.845,41.8082,0.13495000000000001
0.08332099999999999,185.3422,15.3486,1.3748,33.7477,365.5041,12.0755,0.5745600000000001,7.08,9.3,5.395,4.3016,51.8455,993.3071,25.0368,2.6398,44.4919,0.08332099999999999
0.13495000000000001,43.342,3.0992,6.8883,3.1765,127.6072,13.9847,0.047611,7.54,9.99,0.0,0.37919,15.3939,165.847,5.1357,13.5073,8.2768,0.13495000000000001
0.23524000000000003,266.1847,13.906,3.2468,72.2139,678.2575,19.1417,0.63053,10.845,12.255,11.47,5.9925,61.188,1576.211,25.2354,7.1867,46.9459,0.23524000000000003
0.32996000000000003,611.9494,90.9829,567.0711,174.4594,790.5066,6.726,19.2586,8.495,12.495,9.25,18.5145,107.3215,3240.4988,155.3283,1157.0673,231.4556,0.35572000000000004
0.20508,382.3488,22.0966,2.2836,94.8179,583.7098,17.3035,2.4303,4.73,7.37,7.6850000000000005,18.0581,106.2445,2381.718,32.5868,3.8333,71.1447,0.49167000000000005
0.7147,46.0751,6.2752,1.7956,3.5911,155.1871,7.3424,0.16449000000000003,12.185,13.675,0.0,0.26528,12.874,161.2431,11.7242,4.1318,30.9994,0.7147
0.16707000000000002,62.1528,5.516,18.4729,7.8155,354.4279,11.2678,0.10181000000000001,31.11,38.51,1.3599999999999999,0.22607000000000002,11.883,228.4761,13.027,58.099,23.137,0.16707000000000002
0.37928,32.7152,5.6035,2.8003,4.7292000000000005,249.0777,5.8384,0.22782000000000002,24.055,27.7,0.0,0.17714000000000002,10.5192,167.3312,12.4096,8.0835,31.9966,0.59645
0.043687,571.2244,24.397,2.2568,363.3027,1505.13,23.4137,4.2644,12.32,14.24,18.55,26.5431,128.8033,5130.9264,45.7078,5.2122,69.3661,0.13811
0.37337000000000004,579.1927,97.449,34.2855,566.6469,1615.1499,5.9435,25.381,5.52,8.56,14.12,92.8717,241.266,8804.682,149.3696,60.5931,349.8637,0.47697000000000006
0.54435,433.2306,24.0622,3.5648,126.4505,553.7122,18.0046,0.7218300000000001,3.2800000000000002,3.9050000000000002,4.765,34.7885,147.4932,3244.1062,32.3821,5.2965,49.9159,0.63382
0.51853,365.0555,29.9898,5.1309000000000005,73.6928,446.3387,12.1726,0.179,2.385,5.635,4.315,27.8121,131.9146,2339.8254,37.2689,6.8553,104.0033,0.5326200000000001
0.054071999999999995,158.4368,15.1629,24.1784,30.7014,433.6738,10.449,0.14361000000000002,12.34,14.315,8.085,2.2409,37.4139,803.9082,28.4191,55.8726,68.8233,0.38238000000000005
0.35406000000000004,300.9597,42.809,10.4852,122.9674,762.7894,7.0303,0.7923500000000001,9.76,11.5,12.12,11.3672,84.2969,2417.9227,75.6654,22.4074,162.8714,0.41216
0.35406000000000004,931.4603,77.3276,9.713799999999999,692.8675,1685.7783,12.0456,7.6952,6.025,6.73,13.065,103.4488,254.2701,9952.2564,121.1501,17.6756,224.2393,0.46174000000000004
0.25765000000000005,146.8793,19.8625,15.1632,68.1647,989.3947,7.3948,1.812,24.06,30.68,17.46,2.5566,39.9752,1239.7484,43.9903,43.7747,77.9274,0.5395500000000001
0.044693,297.2143,21.6706,139.0044,146.3713,1311.2356,13.7151,3.5368,24.61,30.235,33.58,5.3529,57.8245,2181.3435,48.2668,404.3268,76.1677,0.28775
0.057366999999999994,231.2171,27.088,47.4867,215.6659,1969.1954,8.5358,5.7054,44.74,47.84,48.06,4.3502,52.1279,2517.4095,70.057,168.5793,107.0513,0.6362800000000001
0.24616000000000002,396.2905,51.0219,36.3397,103.8416,464.1975,7.7671,7.0557,4.515,6.34,5.065,20.7812,113.9641,2585.1201,74.3739,60.0621,203.1171,0.37583000000000005
0.10266000000000002,291.9309,129.2004,422.4206,104.9564,568.6103,2.2595,5.5120000000000005,5.95,6.825,7.455,15.9349,99.7246,2429.1925,201.787,765.451,238.7758,0.5875100000000001
0.2073,168.2254,20.8878,78.3031,53.116,687.9638,8.0538,1.6622,17.31,20.4,12.2,2.7627,41.5498,1114.2979,42.6056,202.5557,102.4482,0.2073
0.10832000000000001,380.8952,24.2075,3.7267,63.3618,407.3582,15.7346,0.29988000000000004,3.935,5.335,4.47,14.5079,95.219,1843.137,34.0947,5.8835,42.7221,0.10832000000000001
0.26019000000000003,414.2005,26.5829,2.3155,146.7154,692.343,15.5815,1.0731,6.035,8.55,10.715,21.8798,116.9429,3106.7018,41.665,4.2157,56.3856,0.48347000000000007
0.5348700000000001,53.332,8.9208,25.8872,7.9818,262.7466,5.9784,0.8700500000000001,13.1,17.79,0.04,0.5482600000000001,18.5075,288.1759,16.9715,61.0252,30.4463,0.5578000000000001
0.054986,258.1463,12.8839,2.8769,87.2313,802.2731,20.0363,0.40506000000000003,11.63,14.79,13.82,6.761,65.0061,1787.3983,23.7927,6.5181000000000004,45.7795,0.13465000000000002
0.084641,249.4078,29.9513,7.8134,119.4905,1188.7641,8.3271,2.2615,23.98,27.78,29.66,4.4866,52.9341,1885.9383,66.2793,22.5316,113.2852,0.36692
0.084509,134.2754,10.5016,45.1118,26.4452,402.2442,12.786200000000001,0.6883300000000001,13.74,15.795,9.995,1.7347000000000001,32.9181,700.0771,20.2187,108.0485,26.7024,0.18128000000000002
0.6910000000000001,410.6871,40.1663,7.997,125.4014,934.2139,10.2247,4.2198,13.865,20.285,13.725,8.1448,71.3321,2243.2982,77.5072,19.2118,119.8199,0.6910000000000001
0.084509,120.7763,6.0503,0.7057,18.9042,232.8464,19.9621,0.31753000000000003,5.32,6.235,3.505,3.1991,44.7178,689.7253,9.1887,1.232,13.5384,0.15321
0.098206,380.8952,24.2075,3.7267,63.3618,407.3582,15.7346,0.29988000000000004,3.935,5.335,4.47,14.5079,95.219,1843.137,34.0947,5.8835,42.7221,0.12729000000000001
0.48385000000000006,365.0555,29.9898,5.1309000000000005,73.6928,446.3387,12.1726,0.179,2.385,5.635,4.315,27.8121,131.9146,2339.8254,37.2689,6.8553,104.0033,0.529
0.38199000000000005,181.0505,41.8266,415.8048,135.2999,1277.8077,4.3286,41.5173,25.94,30.09,25.55,4.6975,54.174,2030.8194,94.3941,1230.8718,158.4945,0.41481
0.060501,392.9382,44.7463,8.5777,199.6145,1010.3182,8.7815,3.5243,8.12,11.685,16.2,22.1435,117.6304,3635.4413,75.5346,17.2408,151.9168,0.47006000000000003
0.088446,111.7236,8.3787,0.81576,11.1969,249.4096,13.3343,0.057148,5.86,14.72,2.465,1.7203,32.7917,454.5629,13.0361,1.4707,21.6036,0.11317
0.06505899999999999,103.3869,7.0052,1.73,8.6418,179.6288,14.7586,0.16983,5.225,7.66,1.88,1.4885000000000002,30.5029,385.0833,10.5911,3.002,23.3076,0.10913
0.38169000000000003,241.5953,38.911,19.3798,82.5861,910.4166,6.2089,5.2687,17.475,24.88,16.065,4.2581,51.5655,1547.9169,79.5567,50.2909,133.7811,0.5350600000000001
