-0.375,0.333333,-0.305861,-0.94571,119.5351
-0.25,0.333333,-0.305861,-0.896113,16.9524
-0.1875,0.333333,-0.305861,-0.935657,227.4998
0,0.333333,-0.305861,-0.930295,345.0788
-0.0625,0.333333,-0.305861,-0.88874,31.1266
-0.375,0.333333,-0.305861,-0.897453,9.7482
-0.375,0.333333,-0.305861,-0.933646,103.4288
-0.25,0.333333,-0.305861,-0.884048,16.7505
-0.375,0.333333,-0.59707,-0.876005,41.5002
-0.25,0.333333,-0.59707,-0.991287,385.6192
-0.375,0.333333,0.009158,-0.925603,157.4129
-0.25,0.333333,0.009158,-0.931635,32.807
-0.1875,0.333333,-0.397436,-0.910188,1043.8338
-0.5,0.333333,-0.397436,-0.877346,15.0789
-0.375,0.333333,-0.397436,-0.823056,14.8686
-0.6875,0.333333,-0.397436,-0.937668,5.3967
-0.25,0.333333,-0.397436,-0.955094,346.9828
-0.5625,-0.333333,-0.549451,-0.858579,92.799
-0.625,-0.333333,-0.549451,-0.845845,58.2985
0,0.333333,-0.382784,-0.86059,83.9016
-0.0625,-0.333333,-0.382784,-0.652815,34.0315
-0.25,0.333333,-0.432234,-0.894772,795.9887
-0.25,-0.333333,-0.450549,-0.975871,93.2942
0.125,-0.333333,-0.450549,-0.600536,69.7543
-0.25,-0.333333,-0.304029,-0.982574,30.0868
-0.0625,0.333333,-0.564103,-0.762064,24.8894
-0.1875,-0.333333,-0.6337,0.538807,0.10297
-0.125,0.333333,-0.6337,0.682976,0.054798
0,0.333333,-0.6337,0.673056,0.058744
-0.125,0.333333,-0.6337,0.532172,0.074366
-0.0625,0.333333,-0.6337,0.546113,0.025068
0.25,1,-0.6337,0.585523,0.14814
0.25,-0.333333,-0.6337,0.552145,0.81566
-0.375,-0.333333,-0.6337,0.24504,0.18423
-0.3125,-0.333333,-0.6337,0.440768,0.089357
0,0.333333,-0.6337,-0.27118,4.0481
-0.25,-0.333333,-0.6337,0.62634,0.028186
0.375,-0.333333,-0.6337,0.825,0.52685
0.9375,-0.333333,-0.6337,0.825,3.168
-0.125,0.333333,-0.6337,0.380161,0.18459
-0.0625,-0.333333,-0.6337,0.637601,0.23883
-0.1875,-0.333333,-0.6337,0.98063,0.051655
-0.0625,0.333333,-0.6337,-0.554558,3.8321
-0.0625,0.333333,-0.6337,-0.554558,3.658
-0.1875,0.333333,-0.6337,0.574866,0.042585
-0.0625,-0.333333,-0.6337,-0.556635,8.8205
0.6875,-0.333333,-0.6337,0.887399,1.3667
-0.1875,-0.333333,-0.6337,0.895979,0.05363
0.625,-0.333333,-0.357143,0.259383,5.9581
-0.125,0.333333,-0.318681,-0.259584,3.2391
0,0.333333,-0.318681,-0.262534,3.5229
0.4375,0.333333,-0.318681,-0.399933,2.0271
-0.25,1,-0.318681,-0.468901,0.41514
-0.0625,1,-0.318681,-0.237332,0.19649
0.4375,1,-0.318681,-0.488874,30.1365
0.0625,-0.333333,-0.318681,-0.398123,2.8253
0,0.333333,-0.318681,-0.403217,3.3229
-0.0625,1,-0.172161,0.005228,0.27508
-0.375,-0.333333,-0.172161,0.891421,0.021617
0.5625,1,-0.172161,-0.35878,2.6084
0.4375,0.333333,-0.172161,-0.398056,1.284
-0.25,1,-0.172161,-0.469102,0.4015
-0.0625,1,-0.172161,-0.235456,0.14153
0.4375,1,-0.172161,-0.490818,28.3522
0.0625,-0.333333,-0.172161,-0.399933,1.9754
0,0.333333,-0.172161,-0.404826,2.8853
-0.0625,0.333333,-0.421245,-0.77681,15.7889
0.5,-0.333333,-0.421245,-0.447051,88.9603
-0.25,0.333333,-0.421245,-0.896783,103.5442
-0.125,0.333333,-0.421245,-0.91689,74.1912
-0.125,0.333333,-0.421245,-0.901475,88.0771
-0.125,0.333333,-0.468864,0.506903,0.20175
-0.0625,-0.333333,-0.468864,-0.741019,31.3755
-0.1875,-0.333333,-0.468864,-0.269638,3.6254
-0.0625,0.333333,-0.468864,0.150938,0.83009
-0.125,-0.333333,-0.468864,0.157373,0.40596
-0.0625,-0.333333,-0.542125,0.140416,0.27076
0.6875,-0.333333,-0.542125,-0.518029,110.4402
-0.1875,-0.333333,-0.542125,-0.512534,7.3238
-0.25,0.333333,-0.589744,-0.897453,107.7278
